역명,어린이_해당역,일반_해당역,어린이_전체,일반_전체,z통계량,p값,어린이비율,일반비율,어린이_더많음,유의미
동대문역사문화공원(DDP),15598,229099,264364,3782464,-3.267489509956575,0.0010850588749237878,0.05900198211556793,0.06056871922640903,False,True
마곡,27,715,264364,3782464,-3.190345788574886,0.0014210265658113291,0.00010213190903451302,0.00018903021945483156,False,True
대흥(서강대앞),59,1286,264364,3782464,-3.185593382028158,0.0014445747483314687,0.00022317713455689882,0.00033999001708938934,False,True
공덕,2386,31928,264364,3782464,3.1680674882839317,0.0015345589312246246,0.00902543462801289,0.008441058526928478,True,True
증산(명지대앞),37,308,264364,3782464,3.151208110873555,0.0016259659097391144,0.0001399585420102586,8.142840222669667e-05,True,True
숙대입구(갈월),841,13363,264364,3782464,-2.9557841445787,0.003118752749375832,0.003181219833260202,0.003532882269335544,False,True
용마산(용마폭포공원),34,288,264364,3782464,2.924061839195406,0.0034549610247410828,0.0001286105521175349,7.614084364054754e-05,True,True
신대방,81,1613,264364,3782464,-2.917225534982684,0.003531603090093878,0.00030639572710353905,0.0004264415999729277,False,True
동대문,8044,111349,264364,3782464,2.9068926483936695,0.003650384487518728,0.03042774356568973,0.029438218050456,True,True
회현(남대문시장),5866,80733,264364,3782464,2.902865602048554,0.0036976528298842634,0.022189102903572348,0.021344023366778903,True,True
고려대(종암),70,1420,264364,3782464,-2.8664818829055347,0.00415061915654691,0.0002647864308302189,0.00037541665961658856,False,True
잠실나루,172,1966,264364,3782464,2.8305886849680815,0.004646242838103437,0.0006506180871828237,0.0005197670090184599,True,True
용답,21,553,264364,3782464,-2.786844234523269,0.005322405559513598,7.943592924906568e-05,0.00014620099490702358,False,True
숭실대입구(살피재),30,715,264364,3782464,-2.7681314720012455,0.00563787072951675,0.00011347989892723669,0.00018903021945483156,False,True
강일,12,75,264364,3782464,2.7406644531776845,0.006131508930898445,4.539195957089467e-05,1.9828344698059254e-05,True,True
연신내,150,1708,264364,3782464,2.688013461254837,0.0071878498951175995,0.0005673994946361835,0.0004515575032571361,True,True
태릉입구,13,387,264364,3782464,-2.6570431115135795,0.00788293615276806,4.917462286846923e-05,0.00010231425864198575,False,True
독바위,17,126,264364,3782464,2.5917973139263353,0.009547600341155236,6.430527605876745e-05,3.331161909273955e-05,True,True
효창공원앞,47,981,264364,3782464,-2.544341267773574,0.01094840599544704,0.00017778517498600414,0.000259354748650615,False,True
미아(서울사이버대학),81,864,264364,3782464,2.5366976382560553,0.011190355783313687,0.00030639572710353905,0.0002284225309216426,True,True
송정,94,1750,264364,3782464,-2.4943658396860044,0.012618241695183463,0.0003555703499720083,0.0004626613762880493,False,True
녹사평(용산구청),662,8576,264364,3782464,2.4666669767688494,0.013637712731045698,0.002504123102994356,0.002267305121740749,True,True
상일동,23,193,264364,3782464,2.447879058007935,0.014369988171093799,8.70012558442148e-05,5.102494035633915e-05,True,True
고속터미널,1932,29098,264364,3782464,-2.192618008820831,0.028334912510962023,0.0073081054909140426,0.007692868986988376,False,True
중곡,36,355,264364,3782464,2.1403480814449836,0.032326646979810955,0.00013617587871268404,9.385416490414714e-05,True,True
하남풍산,16,131,264364,3782464,2.1352798409205604,0.03273815857681934,6.05226127611929e-05,3.463350873927683e-05,True,True
충정로(경기대입구),354,5691,264364,3782464,-2.130318168004644,0.033145354614751384,0.001339062807341393,0.0015045747956887363,False,True
서대문,453,7183,264364,3782464,-2.1245319226952777,0.03362568961901729,0.001713546473801274,0.0018990266662154618,False,True
수유(강북구청),154,2619,264364,3782464,-2.087199316509405,0.036870121249271776,0.0005825301478264817,0.0006924057968562292,False,True
보라매,17,403,264364,3782464,-2.061106258713624,0.039292903861247334,6.430527605876745e-05,0.00010654430551090506,False,True
마포구청,96,1704,264364,3782464,-2.059600503123289,0.0394367480989281,0.0003631356765671574,0.00045049999153990626,False,True
고덕,26,244,264364,3782464,2.05951401019883,0.039445024293037166,9.834924573693846e-05,6.450821475101944e-05,True,True
가락시장,87,991,264364,3782464,2.0436917878452245,0.040984005006074936,0.0003290917068889864,0.00026199852794368963,True,True
둔촌동,124,1466,264364,3782464,2.0435477904744275,0.04099824155847354,0.00046905024889924495,0.0003875780443647316,True,True
강동구청,40,409,264364,3782464,2.037658841202025,0.041584063062195496,0.00015130653190298225,0.0001081305730867498,True,True
내방,44,861,264364,3782464,-2.0342718458550255,0.04192419418198701,0.00016643718509328048,0.00022762939713372025,False,True
신풍,33,330,264364,3782464,1.9726414684546647,0.048536424908074326,0.00012482788881996036,8.724471667146072e-05,True,True
중계,26,250,264364,3782464,1.9415236662986082,0.0521947916784623,9.834924573693846e-05,6.609448232686418e-05,True,False
남성,5,167,264364,3782464,-1.9243542343329678,0.054310196828011886,1.891331648787278e-05,4.4151114194345275e-05,False,False
반포,43,455,264364,3782464,1.898378683627207,0.057646215580971716,0.00016265452179570593,0.00012029195783489281,True,False
신정(은행정),40,420,264364,3782464,1.8775531826994616,0.06044231546191382,0.00015130653190298225,0.00011103873030913183,True,False
하남시청(덕풍·신장),18,167,264364,3782464,1.7598642511080986,0.07843082591886746,6.808793935634202e-05,4.4151114194345275e-05,True,False
길동,46,857,264364,3782464,-1.7495483379319838,0.08019628091838259,0.0001740025116884296,0.0002265718854164904,False,False
돌곶이,31,322,264364,3782464,1.7102895879467248,0.08721233620431276,0.00011726256222481124,8.512969323700107e-05,True,False
삼각지,1352,18451,264364,3782464,1.6820065392128987,0.09256757189247913,0.0051141607783208,0.004878037173651884,True,False
대림(구로구청),522,8049,264364,3782464,-1.658964202433175,0.09712300597202474,0.0019745502413339184,0.0021279779529957193,False,False
미아사거리,83,986,264364,3782464,1.629886190973329,0.1031255527106166,0.00031396105369868815,0.0002606766382971523,True,False
상왕십리,260,3354,264364,3782464,1.6103646157688496,0.10731828055923369,0.0009834924573693846,0.0008867235748972099,True,False
양천구청,13,117,264364,3782464,1.599948321110475,0.10961004840422613,4.917462286846923e-05,3.093221772897244e-05,True,False
온수(성공회대입구),12,274,264364,3782464,-1.599372089367119,0.10973795012912575,4.539195957089467e-05,7.243955263024314e-05,False,False
중화,4,125,264364,3782464,-1.577451197536204,0.1146917429668428,1.5130653190298226e-05,3.304724116343209e-05,False,False
수진,20,199,264364,3782464,1.5570391007290976,0.11946120231887002,7.565326595149112e-05,5.261120793218389e-05,True,False
경찰병원,3,102,264364,3782464,-1.5241948965817007,0.1274600325093506,1.1347989892723668e-05,2.6966548789360586e-05,False,False
독립문,117,1932,264364,3782464,-1.5071402200679442,0.13177471933327561,0.0004425716058162231,0.0005107781594220064,False,False
석촌,80,970,264364,3782464,1.4248755987308381,0.15419316433906766,0.0003026130638059645,0.000256446591428233,True,False
장암,2,10,264364,3782464,1.4206930086991614,0.15540602589034325,7.565326595149113e-06,2.6437792930745674e-06,True,False
길음,65,1113,264364,3782464,-1.4097454339564581,0.15861486389753465,0.00024587311434234616,0.0002942526353191993,False,False
발산,344,5304,264364,3782464,-1.3451496711187134,0.1785769053733295,0.0013012361743656475,0.0014022605370467504,False,False
영등포구청,272,4226,264364,3782464,-1.3184333056742974,0.187358637650614,0.0010288844169402793,0.001117261129253312,False,False
학여울,11,235,264364,3782464,-1.3082819271621111,0.190777702766879,4.160929627332012e-05,6.212881338725233e-05,False,False
종합운동장,496,6703,264364,3782464,1.2276896456838506,0.21956349483686632,0.0018762009955969798,0.0017721252601478824,True,False
암사역사공원,0,21,264364,3782464,-1.2115031000537826,0.22570264726981248,0.0,5.551936515456591e-06,False,False
불광,142,1831,264364,3782464,1.194857627273637,0.2321426605077035,0.000537138188255587,0.00048407598856195326,True,False
영등포시장,329,4409,264364,3782464,1.1462221124351457,0.25170326069241034,0.001244496224902029,0.0011656422903165767,True,False
보문,42,720,264364,3782464,-1.140486492083676,0.2540836771448607,0.00015887185849813135,0.00019035210910136883,False,False
한성대입구(삼선교),149,2341,264364,3782464,-1.1083682062775326,0.2677028299289702,0.0005636168313386089,0.0006189087325087562,False,False
총신대입구(이수),103,1317,264364,3782464,1.099564509659062,0.2715219123793956,0.0003896143196501793,0.0003481857328979205,True,False
금호,51,622,264364,3782464,1.09760645042184,0.2723763749752879,0.00019291582817630238,0.00016444307202923808,True,False
도봉산,16,172,264364,3782464,1.097602118868258,0.2723782672266878,6.05226127611929e-05,4.547300384088256e-05,True,False
구의(광진구청),150,1957,264364,3782464,1.089789502692651,0.2758058790882938,0.0005673994946361835,0.0005173876076546929,True,False
을지로3가,6825,96385,264364,3782464,1.0550594085779443,0.29139815501692135,0.025816677005946347,0.025482066716299216,True,False
방배,83,1055,264364,3782464,1.0388948123663322,0.298853659310652,0.00031396105369868815,0.00027891871541936683,True,False
산성,13,139,264364,3782464,1.007881422405273,0.31351139117999216,4.917462286846923e-05,3.674853217373648e-05,True,False
명일,6,130,264364,3782464,-1.0009548925946024,0.3168486163906866,2.2695979785447337e-05,3.436913080996937e-05,False,False
철산,45,750,264364,3782464,-0.9953848286399896,0.3195491344897795,0.00017021984839085504,0.00019828344698059254,False,False
화랑대(서울여대입구),15,166,264364,3782464,0.9553680101977577,0.3393916254521293,5.673994946361834e-05,4.3886736265037815e-05,True,False
오금,15,166,264364,3782464,0.9553680101977577,0.3393916254521293,5.673994946361834e-05,4.3886736265037815e-05,True,False
건대입구,974,14373,264364,3782464,-0.9348067997705399,0.34988787466980475,0.0036843140518376177,0.0037999039779360757,False,False
여의나루,2227,32489,264364,3782464,-0.8914283375339768,0.3726994209113178,0.008423991163698536,0.008589374545269961,False,False
신금호,44,722,264364,3782464,-0.8832463830609197,0.37710316590555415,0.00016643718509328048,0.00019088086495998375,False,False
망원,757,11184,264364,3782464,-0.8552942428131823,0.39238827394898956,0.0028634761162639392,0.002956802761374596,False,False
석계,18,209,264364,3782464,0.8517543993101774,0.39435042067110637,6.808793935634202e-05,5.5254987225258454e-05,True,False
충무로,6664,94345,264364,3782464,0.8441750499846217,0.39857159447835566,0.02520766821503684,0.024942735740512006,True,False
상월곡(한국과학기술연구원),14,160,264364,3782464,0.807887333398809,0.41915544370448754,5.295728616604379e-05,4.230046868919308e-05,True,False
지축,10,184,264364,3782464,-0.7767503399840617,0.4373060806218839,3.782663297574556e-05,4.8645538992572036e-05,False,False
오목교(목동운동장앞),101,1336,264364,3782464,0.7609108014464766,0.4467103464965829,0.0003820489930550302,0.0003532089135547622,True,False
방이,11,199,264364,3782464,-0.759203730619843,0.4477306947634059,4.160929627332012e-05,5.261120793218389e-05,False,False
몽촌토성(평화의문),77,1202,264364,3782464,-0.7415655459905639,0.45835060500584324,0.00029126507391324084,0.000317782271027563,False,False
행당,34,427,264364,3782464,0.7322305968165173,0.4640278321608541,0.0001286105521175349,0.00011288937581428403,True,False
잠원,100,1543,264364,3782464,-0.7320793539579882,0.46412013455430445,0.00037826632975745565,0.0004079351449214057,False,False
남태령,6,116,264364,3782464,-0.7217301594391909,0.47046039579297905,2.2695979785447337e-05,3.066783979966498e-05,False,False
을지로4가,4977,70503,264364,3782464,0.6866246363290431,0.4923192994333858,0.018826315232028566,0.018639437149963623,True,False
일원,27,338,264364,3782464,0.6685384142700969,0.5037899695147872,0.00010213190903451302,8.935974010592038e-05,True,False
복정,10,115,264364,3782464,0.6639413711343887,0.5067278360821748,3.782663297574556e-05,3.0403461870357522e-05,True,False
신대방삼거리,18,302,264364,3782464,-0.6570881623469427,0.5111242300158179,6.808793935634202e-05,7.984213465085194e-05,False,False
이대,1399,19658,264364,3782464,0.6550171136886369,0.5124567356307052,0.005291945953306804,0.005197141334325984,True,False
구산,11,129,264364,3782464,0.6342439401288236,0.525921635667225,4.160929627332012e-05,3.410475288066192e-05,True,False
녹번,57,748,264364,3782464,0.6294266954203576,0.5290697456252283,0.00021561180796174972,0.00019775469112197764,True,False
남부터미널(예술의전당),501,6969,264364,3782464,0.6098845211869308,0.5419383068164718,0.0018951143120848528,0.0018424497893436659,True,False
매봉,28,451,264364,3782464,-0.6086205550422719,0.5427759766822619,0.00010591457233208758,0.00011923444611766298,False,False
당고개,9,155,264364,3782464,-0.5414987229479634,0.588163877642837,3.404396967817101e-05,4.097857904265579e-05,False,False
무악재,22,352,264364,3782464,-0.5089504935648745,0.6107869256318655,8.321859254664024e-05,9.306103111622477e-05,False,False
서울대입구(관악구청),181,2688,264364,3782464,-0.4853037683242911,0.6274608828181174,0.0006846620568609947,0.0007106478739784437,False,False
남구로,147,2019,264364,3782464,0.4786784573356137,0.6321673936775789,0.0005560515047434598,0.0005337790392717551,True,False
쌍문,33,514,264364,3782464,-0.47301215955086356,0.6362045040841217,0.00012482788881996036,0.00013589025566403275,False,False
대치,60,913,264364,3782464,-0.462239263427464,0.6439097495609447,0.00022695979785447337,0.00024137704945770798,False,False
군자(능동),166,2292,264364,3782464,0.4432185876568176,0.6576076354826605,0.0006279221073973763,0.0006059542139726908,True,False
공릉(서울과학기술대),13,165,264364,3782464,0.41615801049485235,0.6772943831833809,4.917462286846923e-05,4.362235833573036e-05,True,False
도림천,4,70,264364,3782464,-0.3924222450430333,0.6947462523358365,1.5130653190298226e-05,1.850645505152197e-05,False,False
단대오거리,8,132,264364,3782464,-0.39185901082989133,0.6951623903836406,3.026130638059645e-05,3.4897886668584286e-05,False,False
신답,22,289,264364,3782464,0.3863554910464285,0.6992334088200025,8.321859254664024e-05,7.640522156985499e-05,True,False
신정네거리,31,413,264364,3782464,0.3832086679061273,0.7015650516317231,0.00011726256222481124,0.00010918808480397963,True,False
굽은다리(강동구민회관앞),16,208,264364,3782464,0.36962302162475924,0.7116633953026397,6.05226127611929e-05,5.4990609295951e-05,True,False
응암,41,553,264364,3782464,0.3647044350707575,0.715332047613866,0.0001550891952005568,0.00014620099490702358,True,False
버티고개,33,443,264364,3782464,0.353328438735811,0.723842227665923,0.00012482788881996036,0.00011711942268320333,True,False
월곡(동덕여대),22,340,264364,3782464,-0.35056878553344695,0.7259118775959901,8.321859254664024e-05,8.988849596453529e-05,False,False
청량리(서울시립대입구),309,4509,264364,3782464,-0.33496252630128925,0.7376533545375754,0.001168842958950538,0.0011920800832473223,False,False
사가정,21,280,264364,3782464,0.31183688351168287,0.7551644917327593,7.943592924906568e-05,7.402582020608789e-05,True,False
암사,28,423,264364,3782464,-0.2786425737473644,0.7805191370107312,0.00010591457233208758,0.0001118318640970542,False,False
마천,9,117,264364,3782464,0.27721390947812125,0.7816158597945262,3.404396967817101e-05,3.093221772897244e-05,True,False
역촌,40,598,264364,3782464,-0.2688909785772315,0.7880135794446216,0.00015130653190298225,0.0001580980017258591,False,False
이수,45,668,264364,3782464,-0.2391202300933533,0.8110123553912935,0.00017021984839085504,0.0001766044567773811,False,False
화곡,68,945,264364,3782464,0.2320211610393134,0.8165215781000159,0.0002572211042350698,0.0002498371431955466,True,False
양평,84,1232,264364,3782464,-0.21972712429775051,0.826083678728361,0.0003177437169962627,0.0003257136089067867,False,False
남위례,27,370,264364,3782464,0.2164217647892524,0.8286590024069546,0.00010213190903451302,9.7819833843759e-05,True,False
수서,55,809,264364,3782464,-0.19853565884007016,0.8426259882551257,0.00020804648136660059,0.0002138817448097325,False,False
먹골,14,190,264364,3782464,0.1908215227134044,0.8486654258326906,5.295728616604379e-05,5.023180656841678e-05,True,False
남한산성입구(성남법원.검찰청),7,93,264364,3782464,0.18914691979772524,0.8499776684622231,2.6478643083021896e-05,2.4587147425593475e-05,True,False
옥수,134,1888,264364,3782464,0.17197365352732424,0.8634582418283401,0.0005068768818749905,0.0004991455305324783,True,False
