역명,어린이_해당역,일반_해당역,어린이_전체,일반_전체,z통계량,p값,어린이비율,일반비율,어린이_더많음,유의미
천호(풍납토성),148,2143,264364,3782464,-0.14059433536905433,0.8881904235073486,0.0005598341680410344,0.0005665619025058797,False,False
거여,5,76,264364,3782464,-0.13104298583442364,0.8957413027997825,1.891331648787278e-05,2.009272262736671e-05,False,False
제기동,210,2982,264364,3782464,0.10596009768359069,0.9156140113350808,0.0007943592924906568,0.000788374985194836,True,False
동묘앞,1464,20889,264364,3782464,0.10213641275997314,0.918648398927455,0.00553781906764915,0.005522590565303464,True,False
개화산,13,191,264364,3782464,-0.09252771610310863,0.9262787714050256,4.917462286846923e-05,5.049618449772423e-05,False,False
창신,33,480,264364,3782464,-0.09155141416653832,0.9270544551306343,0.00012482788881996036,0.00012690140606757923,False,False
수락산,7,97,264364,3782464,0.08177775000135373,0.9348234497268715,2.6478643083021896e-05,2.5644659142823304e-05,True,False
서초,214,3076,264364,3782464,-0.06516880310676468,0.9480395998240996,0.000809489945680955,0.0008132265105497369,False,False
도곡,30,426,264364,3782464,0.04003561034867971,0.968064736088416,0.00011347989892723669,0.00011262499788497657,True,False
양재(서초구청),446,6374,264364,3782464,0.023303515092669265,0.9814081678379166,0.0016870678307182522,0.0016851449214057292,True,False
여의도,1405,20099,264364,3782464,0.0062214955586763305,0.9950359967722672,0.005314641933092251,0.0053137320011505725,True,False
