관리번호,호선,역코드,역명,역번호,기준일자,상하행,방향(다음역),칸-문번호,승하차시설,시설번호,엘리베이터번호,통로위치,시설위치
856,6호선,2637,동묘앞,636,20241231,상행,신당,2-3,에스컬레이터,1311151,1810-052,동묘앞(6) B3,"신당 방면2-3, 창신 방면7-2"
2340,6호선,2637,동묘앞,636,20241231,하행,창신,5-2,계단,,,,
2341,6호선,2637,동묘앞,636,20241231,하행,창신,2-2,계단,,,,
1929,6호선,2638,창신,637,20241231,상행,동묘앞,4-3,계단,,,,
1930,6호선,2638,창신,637,20241231,상행,동묘앞,6-4,계단,,,,
313,6호선,2638,창신,637,20241231,상행,동묘앞,4-2,엘리베이터,1311154,0002-280,창신 B4,"동묘앞 방면4-2, 보문 방면5-3"
550,6호선,2638,창신,637,20241231,하행,보문,5-3,엘리베이터,1311154,0002-280,창신 B4,"동묘앞 방면4-2, 보문 방면5-3"
2342,6호선,2638,창신,637,20241231,하행,보문,5-2,계단,,,,
2343,6호선,2638,창신,637,20241231,하행,보문,3-1,계단,,,,
1931,6호선,2639,보문,638,20241231,상행,창신,3-4,계단,,,,
1932,6호선,2639,보문,638,20241231,상행,창신,5-4,계단,,,,
314,6호선,2639,보문,638,20241231,상행,창신,4-4,엘리베이터,1311159,0049-838,보문(6) B3,"창신 방면4-4 , 안암 방면5-1"
551,6호선,2639,보문,638,20241231,하행,안암,5-1,엘리베이터,1311159,0049-838,보문(6) B3,"창신 방면4-4 , 안암 방면5-1"
2344,6호선,2639,보문,638,20241231,하행,안암,6-1,계단,,,,
2345,6호선,2639,보문,638,20241231,하행,안암,4-1,계단,,,,
1933,6호선,2640,안암,639,20241231,상행,보문,5-1,계단,,,,
1934,6호선,2640,안암,639,20241231,상행,보문,6-3,계단,,,,
1935,6호선,2640,안암,639,20241231,하행,고려대,3-1,계단,,,,
1936,6호선,2640,안암,639,20241231,하행,고려대,5-3,계단,,,,
315,6호선,2640,안암,639,20241231,상행,보문,5-2,엘리베이터,1311164,0028-813,안암 B3,보문 방면5-2
316,6호선,2640,안암,639,20241231,하행,고려대,4-3,엘리베이터,1311165,0028-814,안암 B3,고려대 방면4-3
1937,6호선,2641,고려대,640,20241231,상행,안암,3-3,계단,,,,
1938,6호선,2641,고려대,640,20241231,상행,안암,6-1,계단,,,,
1939,6호선,2641,고려대,640,20241231,하행,월곡,3-3,계단,,,,
1940,6호선,2641,고려대,640,20241231,하행,월곡,6-1,계단,,,,
317,6호선,2641,고려대,640,20241231,상행,안암,6-2,엘리베이터,1311173,0019-339,고려대 B4,안암 방면6-2
318,6호선,2641,고려대,640,20241231,하행,월곡,3-2,엘리베이터,1311174,0053-247,고려대 B4,월곡 방면3-2
857,6호선,2641,고려대,640,20241231,상행,안암,3-4,에스컬레이터,1311185,1810-503,고려대 B4,안암 방면3-4
858,6호선,2641,고려대,640,20241231,상행,안암,3-4,에스컬레이터,1311186,1810-504,고려대 B4,안암 방면3-4
859,6호선,2641,고려대,640,20241231,하행,월곡,6-1,에스컬레이터,1311187,1810-501,고려대 B4,월곡 방면6-1
860,6호선,2641,고려대,640,20241231,하행,월곡,6-1,에스컬레이터,1311188,1810-502,고려대 B4,월곡 방면6-1
1941,6호선,2642,월곡,641,20241231,상행,고려대,5-4,계단,,,,
1942,6호선,2642,월곡,641,20241231,하행,상월곡,3-4,계단,,,,
1943,6호선,2642,월곡,641,20241231,하행,상월곡,5-4,계단,,,,
319,6호선,2642,월곡,641,20241231,상행,고려대,4-4,엘리베이터,1311189,0044-187,월곡 B3,고려대 방면4-4
320,6호선,2642,월곡,641,20241231,하행,상월곡,4-4,엘리베이터,1311190,0044-188,월곡 B3,상월곡 방면4-4
861,6호선,2642,월곡,641,20241231,상행,고려대,3-4,에스컬레이터,1311198,1810-505,월곡 B3,고려대 방면3-4
862,6호선,2642,월곡,641,20241231,상행,고려대,3-4,에스컬레이터,1311199,1810-506,월곡 B3,고려대 방면3-4
863,6호선,2642,월곡,641,20241231,하행,상월곡,3-3,에스컬레이터,1311200,1803-149,월곡 B3,상월곡 방면3-3
864,6호선,2642,월곡,641,20241231,하행,상월곡,3-3,에스컬레이터,1311201,1803-150,월곡 B3,상월곡 방면3-3
1944,6호선,2643,상월곡,642,20241231,상행,월곡,1-1,계단,,,,
1945,6호선,2643,상월곡,642,20241231,상행,월곡,8-4,계단,,,,
480,6호선,2643,상월곡,642,20241231,하행,돌곶이,8-4,엘리베이터,1813588,0165-087,상월곡,돌곶이 방면8-4
481,6호선,2643,상월곡,642,20241231,상행,월곡,1-4,엘리베이터,1813590,0165-088,상월곡,월곡 방면1-4
1946,6호선,2644,돌곶이,643,20241231,상행,상월곡,3-4,계단,,,,
1947,6호선,2644,돌곶이,643,20241231,상행,상월곡,5-4,계단,,,,
1948,6호선,2644,돌곶이,643,20241231,하행,석계,3-4,계단,,,,
1949,6호선,2644,돌곶이,643,20241231,하행,석계,5-4,계단,,,,
321,6호선,2644,돌곶이,643,20241231,상행,상월곡,4-4,엘리베이터,1311214,0054-295,돌곶이 B2,상월곡 방면4-4
322,6호선,2644,돌곶이,643,20241231,하행,석계,4-4,엘리베이터,1311215,0054-296,돌곶이 B2,석계 방면4-4
1950,6호선,2645,석계,644,20241231,상행,돌곶이,1-1,계단,,,,
1951,6호선,2645,석계,644,20241231,상행,돌곶이,4-3,계단,,,,
1952,6호선,2645,석계,644,20241231,상행,돌곶이,6-3,계단,,,,
1953,6호선,2645,석계,644,20241231,하행,태릉입구,3-2,계단,,,,
1954,6호선,2645,석계,644,20241231,하행,태릉입구,5-2,계단,,,,
1955,6호선,2645,석계,644,20241231,하행,태릉입구,8-4,계단,,,,
323,6호선,2645,석계,644,20241231,상행,돌곶이,3-3,엘리베이터,1311221,0057-328,석계(6) B3,돌곶이 방면3-3
324,6호선,2645,석계,644,20241231,하행,태릉입구,6-2,엘리베이터,1311222,0055-103,석계(6) B3,태릉입구 방면6-2
865,6호선,2645,석계,644,20241231,상행,돌곶이,1-1,에스컬레이터,1311225,1803-422,석계(6) B3,돌곶이 방면1-1
866,6호선,2645,석계,644,20241231,하행,태릉입구,8-4,에스컬레이터,1311226,1803-423,석계(6) B3,태릉입구 방면8-4
867,6호선,2645,석계,644,20241231,상행,돌곶이,6-3,에스컬레이터,1311227,1803-424,석계(6) B3,돌곶이 방면6-3
868,6호선,2645,석계,644,20241231,하행,태릉입구,3-2,에스컬레이터,1311228,1803-425,석계(6) B3,태릉입구 방면3-2
1956,6호선,2646,태릉입구,645,20241231,상행,석계,3-2,계단,,,,
1957,6호선,2646,태릉입구,645,20241231,상행,석계,5-2,계단,,,,
1958,6호선,2646,태릉입구,645,20241231,상행,석계,8-4,계단,,,,
1959,6호선,2646,태릉입구,645,20241231,하행,화랑대,1-1,계단,,,,
1960,6호선,2646,태릉입구,645,20241231,하행,화랑대,4-2,계단,,,,
1961,6호선,2646,태릉입구,645,20241231,하행,화랑대,6-2,계단,,,,
325,6호선,2646,태릉입구,645,20241231,상행,석계,5-3,엘리베이터,1311243,0019-107,태릉입구(6) B2,석계 방면5-3
326,6호선,2646,태릉입구,645,20241231,하행,화랑대,3-4,엘리베이터,1311244,0015-897,태릉입구(6) B2,화랑대 방면3-4
869,6호선,2646,태릉입구,645,20241231,상행,석계,8-4,에스컬레이터,1311251,1803-410,태릉입구(6) B2,환승통로(석계 방면8-4)
870,6호선,2646,태릉입구,645,20241231,상행,석계,8-4,에스컬레이터,1311252,1803-411,태릉입구(6) B2,환승통로(석계 방면8-4)
871,6호선,2646,태릉입구,645,20241231,하행,화랑대,1-1,에스컬레이터,1311253,1803-412,태릉입구(6) B2,환승통로(화랑대 방면1-1)
872,6호선,2646,태릉입구,645,20241231,하행,화랑대,1-1,에스컬레이터,1311254,1803-413,태릉입구(6) B2,환승통로(화랑대 방면1-1)
1962,6호선,2647,화랑대,646,20241231,상행,태릉입구,4-4,계단,,,,
1963,6호선,2647,화랑대,646,20241231,상행,태릉입구,6-3,계단,,,,
1964,6호선,2647,화랑대,646,20241231,하행,봉화산,3-2,계단,,,,
1965,6호선,2647,화랑대,646,20241231,하행,봉화산,5-1,계단,,,,
327,6호선,2647,화랑대,646,20241231,상행,태릉입구,5-4,엘리베이터,1311262,0057-151,화랑대 B2,태릉입구 방면5-4
328,6호선,2647,화랑대,646,20241231,하행,봉화산,4-1,엘리베이터,1311263,0057-152,화랑대 B2,봉화산 방면4-1
1966,6호선,2648,봉화산,647,20241231,상행,화랑대,1-1,계단,,,,
1967,6호선,2648,봉화산,647,20241231,상행,화랑대,8-4,계단,,,,
873,6호선,2648,봉화산,647,20241231,상행,화랑대,8-4,에스컬레이터,1311272,1803-351,봉화산 B2,화랑대 방면8-4
874,6호선,2648,봉화산,647,20241231,하행,신내,1-1,에스컬레이터,1311273,1803-352,봉화산 B2,신내 방면1-1
472,6호선,2648,봉화산,647,20241231,하행,신내,8-3,엘리베이터,1804620,0158-612,봉화산 B2,신내 방면8-3
473,6호선,2648,봉화산,647,20241231,상행,화랑대,1-2,엘리베이터,1804622,0158-613,봉화산 B2,화랑대 방면1-2
448,6호선,2649,신내,648,20241231,상행,봉화산,8-3,엘리베이터,1620262,0136-697,신내(6) B2,봉화산 방면8-3
921,6호선,2649,신내,648,20241231,상행,봉화산,7-4,에스컬레이터,1620260,1812-436,신내(6) B2,봉화산 방면7-4
922,6호선,2649,신내,648,20241231,상행,봉화산,7-4,에스컬레이터,1620261,1812-437,신내(6) B2,봉화산 방면7-4
1968,7호선,2711,장암,709,20241231,하행,도봉산,4-3,계단,,,,
1969,7호선,2712,도봉산,710,20241231,상행,장암,1-1,계단,,,,
1970,7호선,2712,도봉산,710,20241231,상행,장암,7-2,계단,,,,
1971,7호선,2712,도봉산,710,20241231,하행,수락산,2-2,계단,,,,
1972,7호선,2712,도봉산,710,20241231,하행,수락산,8-4,계단,,,,
329,7호선,2712,도봉산,710,20241231,상행,장암,7-2,엘리베이터,1311280,0053-189,도봉산(7) 2F,장암 방면7-2
330,7호선,2712,도봉산,710,20241231,하행,수락산,1-4,엘리베이터,1311281,0053-190,도봉산(7) 2F,수락산 방면1-4
331,7호선,2712,도봉산,710,20241231,상행,장암,3-4,엘리베이터,1311282,0085-381,도봉산(7) 2F,장암 방면3-4
332,7호선,2712,도봉산,710,20241231,하행,수락산,4-2,엘리베이터,1311283,0085-291,도봉산(7) 2F,수락산 방면4-2
986,7호선,2713,수락산,711,20241231,상행,도봉산,1-1,에스컬레이터,1806874,1813-747,수락산 B3,도봉산 방면1-1
1973,7호선,2713,수락산,711,20241231,상행,도봉산,1-1,계단,,,,
1974,7호선,2713,수락산,711,20241231,상행,도봉산,8-4,계단,,,,
475,7호선,2713,수락산,711,20241231,상행,도봉산,1-1,엘리베이터,1805711,0164-911,수락산 B3,도봉산 방면1-1
476,7호선,2713,수락산,711,20241231,하행,마들,8-2,엘리베이터,1805713,0164-927,수락산 B3,마들 방면8-2
1975,7호선,2714,마들,712,20241231,상행,수락산,3-4,계단,,,,
1976,7호선,2714,마들,712,20241231,상행,수락산,5-3,계단,,,,
552,7호선,2714,마들,712,20241231,하행,노원,1-1,엘리베이터,1311291,0017-182,마들 B3,"수락산 방면8-4, 노원 방면1-1"
333,7호선,2714,마들,712,20241231,상행,수락산,8-4,엘리베이터,1311291,0017-182,마들 B3,"수락산 방면8-4, 노원 방면1-1"
2346,7호선,2714,마들,712,20241231,하행,노원,6-1,계단,,,,
2347,7호선,2714,마들,712,20241231,하행,노원,4-2,계단,,,,
1977,7호선,2715,노원,713,20241231,상행,마들,1-1,계단,,,,
1978,7호선,2715,노원,713,20241231,상행,마들,4-1,계단,,,,
1979,7호선,2715,노원,713,20241231,상행,마들,6-2,계단,,,,
553,7호선,2715,노원,713,20241231,하행,중계,4-3,엘리베이터,1311302,0086-703,노원(7) B3,"마들 방면4-4, 중계 방면4-3"
334,7호선,2715,노원,713,20241231,상행,마들,4-4,엘리베이터,1311302,0086-703,노원(7) B3,"마들 방면4-4, 중계 방면4-3"
1091,7호선,2715,노원,713,20241231,하행,중계,8-4,에스컬레이터,1311305,1806-611,노원(7) B3,"마들 방면1-1, 중계 방면8-4"
1092,7호선,2715,노원,713,20241231,하행,중계,8-4,에스컬레이터,1311306,1806-612,노원(7) B3,"마들 방면1-1, 중계 방면8-4"
1093,7호선,2715,노원,713,20241231,하행,중계,8-4,에스컬레이터,1311307,1806-613,노원(7) B3,"마들 방면1-1, 중계 방면8-4"
875,7호선,2715,노원,713,20241231,상행,마들,1-1,에스컬레이터,1311305,1806-611,노원(7) B3,"마들 방면1-1, 중계 방면8-4"
876,7호선,2715,노원,713,20241231,상행,마들,1-1,에스컬레이터,1311306,1806-612,노원(7) B3,"마들 방면1-1, 중계 방면8-4"
877,7호선,2715,노원,713,20241231,상행,마들,1-1,에스컬레이터,1311307,1806-613,노원(7) B3,"마들 방면1-1, 중계 방면8-4"
2348,7호선,2715,노원,713,20241231,하행,중계,8-4,계단,,,,
2349,7호선,2715,노원,713,20241231,하행,중계,5-4,계단,,,,
2350,7호선,2715,노원,713,20241231,하행,중계,3-3,계단,,,,
1980,7호선,2716,중계,714,20241231,상행,노원,4-1,계단,,,,
1981,7호선,2716,중계,714,20241231,상행,노원,6-1,계단,,,,
554,7호선,2716,중계,714,20241231,하행,하계,4-4,엘리베이터,1311320,0015-704,중계 B3,"노원 방면5-1, 하계 방면4-4"
335,7호선,2716,중계,714,20241231,상행,노원,5-1,엘리베이터,1311320,0015-704,중계 B3,"노원 방면5-1, 하계 방면4-4"
1095,7호선,2716,중계,714,20241231,하행,하계,6-1,에스컬레이터,1477860,1810-512,중계 B3,"노원 방면3-4, 하계 방면6-1"
1096,7호선,2716,중계,714,20241231,하행,하계,6-1,에스컬레이터,1477864,1810-511,중계 B3,"노원 방면3-4, 하계 방면6-1"
910,7호선,2716,중계,714,20241231,상행,노원,3-4,에스컬레이터,1477860,1810-512,중계 B3,"노원 방면3-4, 하계 방면6-1"
911,7호선,2716,중계,714,20241231,상행,노원,3-4,에스컬레이터,1477864,1810-511,중계 B3,"노원 방면3-4, 하계 방면6-1"
2351,7호선,2716,중계,714,20241231,하행,하계,5-4,계단,,,,
2352,7호선,2716,중계,714,20241231,하행,하계,3-4,계단,,,,
1982,7호선,2717,하계,715,20241231,상행,중계,3-4,계단,,,,
1983,7호선,2717,하계,715,20241231,상행,중계,5-3,계단,,,,
555,7호선,2717,하계,715,20241231,하행,공릉,5-1,엘리베이터,1311328,0017-579,하계 B3,"중계 방면4-4, 공릉 방면5-1"
336,7호선,2717,하계,715,20241231,상행,중계,4-4,엘리베이터,1311328,0017-579,하계 B3,"중계 방면4-4, 공릉 방면5-1"
2353,7호선,2717,하계,715,20241231,하행,공릉,6-1,계단,,,,
2354,7호선,2717,하계,715,20241231,하행,공릉,4-2,계단,,,,
1984,7호선,2718,공릉,716,20241231,상행,하계,4-4,계단,,,,
1985,7호선,2718,공릉,716,20241231,상행,하계,7-3,계단,,,,
1986,7호선,2718,공릉,716,20241231,하행,태릉입구,2-2,계단,,,,
1987,7호선,2718,공릉,716,20241231,하행,태릉입구,4-4,계단,,,,
337,7호선,2718,공릉,716,20241231,상행,하계,7-3,엘리베이터,1311334,0015-705,공릉 B4,하계 방면7-3
338,7호선,2718,공릉,716,20241231,하행,태릉입구,2-2,엘리베이터,1311335,0015-706,공릉 B4,태릉입구 방면2-2
878,7호선,2718,공릉,716,20241231,상행,하계,7-3,에스컬레이터,1311337,1806-700,공릉 B4,하계 방면7-3
879,7호선,2718,공릉,716,20241231,하행,태릉입구,2-2,에스컬레이터,1311338,1806-713,공릉 B4,태릉입구 방면2-2
1988,7호선,2719,태릉입구,717,20241231,상행,공릉,3-2,계단,,,,
1989,7호선,2719,태릉입구,717,20241231,상행,공릉,5-2,계단,,,,
1990,7호선,2719,태릉입구,717,20241231,상행,공릉,8-4,계단,,,,
1991,7호선,2719,태릉입구,717,20241231,하행,먹골,1-1,계단,,,,
1992,7호선,2719,태릉입구,717,20241231,하행,먹골,4-2,계단,,,,
1993,7호선,2719,태릉입구,717,20241231,하행,먹골,6-2,계단,,,,
339,7호선,2719,태릉입구,717,20241231,상행,공릉,6-4,엘리베이터,1311343,0017-918,태릉입구(7) B4,공릉 방면6-4
340,7호선,2719,태릉입구,717,20241231,하행,먹골,3-1,엘리베이터,1311344,0053-181,태릉입구(7) B4,먹골 방면3-1
1994,7호선,2720,먹골,718,20241231,상행,태릉입구,4-1,계단,,,,
1995,7호선,2720,먹골,718,20241231,상행,태릉입구,5-4,계단,,,,
1996,7호선,2720,먹골,718,20241231,하행,중화,4-1,계단,,,,
1997,7호선,2720,먹골,718,20241231,하행,중화,5-4,계단,,,,
341,7호선,2720,먹골,718,20241231,상행,태릉입구,4-4,엘리베이터,1311351,0017-580,먹골 B3,태릉입구 방면4-4
342,7호선,2720,먹골,718,20241231,하행,중화,5-1,엘리베이터,1311352,0017-581,먹골 B3,중화 방면5-1
1998,7호선,2721,중화,719,20241231,상행,먹골,4-1,계단,,,,
1999,7호선,2721,중화,719,20241231,상행,먹골,5-4,계단,,,,
2000,7호선,2721,중화,719,20241231,하행,상봉,4-1,계단,,,,
2001,7호선,2721,중화,719,20241231,하행,상봉,5-4,계단,,,,
343,7호선,2721,중화,719,20241231,상행,먹골,4-4,엘리베이터,1311358,0018-259,중화 B3,먹골 방면4-4
344,7호선,2721,중화,719,20241231,하행,상봉,5-1,엘리베이터,1311359,0018-260,중화 B3,상봉 방면5-1
912,7호선,2721,중화,719,20241231,상행,먹골,3-3,에스컬레이터,1477866,1800-934,중화 B3,먹골 방면3-3
913,7호선,2721,중화,719,20241231,상행,먹골,3-3,에스컬레이터,1477867,1800-935,중화 B3,먹골 방면3-3
914,7호선,2721,중화,719,20241231,하행,상봉,6-1,에스컬레이터,1477868,1800-936,중화 B3,상봉 방면6-1
915,7호선,2721,중화,719,20241231,하행,상봉,6-1,에스컬레이터,1477869,1800-937,중화 B3,상봉 방면6-1
2002,7호선,2722,상봉,720,20241231,상행,중화,3-4,계단,,,,
2003,7호선,2722,상봉,720,20241231,상행,중화,5-4,계단,,,,
2004,7호선,2722,상봉,720,20241231,하행,면목,3-4,계단,,,,
2005,7호선,2722,상봉,720,20241231,하행,면목,5-4,계단,,,,
345,7호선,2722,상봉,720,20241231,상행,중화,3-2,엘리베이터,1311361,0019-106,상봉(7) B3,중화 방면3-2
346,7호선,2722,상봉,720,20241231,하행,면목,6-2,엘리베이터,1311362,0019-351,상봉(7) B3,면목 방면6-2
347,7호선,2722,상봉,720,20241231,상행,중화,4-2,엘리베이터,1311363,0016-030,상봉(7) B3,중화 방면4-2
348,7호선,2722,상봉,720,20241231,하행,면목,5-1,엘리베이터,1311364,0016-029,상봉(7) B3,면목 방면5-1
2006,7호선,2723,면목,721,20241231,상행,상봉,3-4,계단,,,,
2007,7호선,2723,면목,721,20241231,상행,상봉,5-3,계단,,,,
2008,7호선,2723,면목,721,20241231,하행,사가정,4-2,계단,,,,
2009,7호선,2723,면목,721,20241231,하행,사가정,6-1,계단,,,,
349,7호선,2723,면목,721,20241231,상행,상봉,4-4,엘리베이터,1311372,0017-577,면목 B4,상봉 방면4-4
350,7호선,2723,면목,721,20241231,하행,사가정,5-2,엘리베이터,1311373,0017-578,면목 B4,사가정 방면5-2
2010,7호선,2724,사가정,722,20241231,상행,면목,2-3,계단,,,,
2011,7호선,2724,사가정,722,20241231,상행,면목,4-3,계단,,,,
2012,7호선,2724,사가정,722,20241231,하행,용마산,5-1,계단,,,,
351,7호선,2724,사가정,722,20241231,상행,면목,3-3,엘리베이터,1311381,0017-575,사가정 B4,면목 방면3-3
2013,7호선,2724,사가정,722,20241231,하행,용마산,7-1,계단,,,,
352,7호선,2724,사가정,722,20241231,하행,용마산,6-2,엘리베이터,1311382,0017-576,사가정 B4,용마산 방면6-2
2014,7호선,2725,용마산,723,20241231,상행,사가정,2-4,계단,,,,
353,7호선,2725,용마산,723,20241231,상행,사가정,3-3,엘리베이터,1311394,0017-574,용마산 B4,사가정 방면3-3
2015,7호선,2725,용마산,723,20241231,상행,사가정,4-3,계단,,,,
354,7호선,2725,용마산,723,20241231,하행,중곡,6-1,엘리베이터,1311395,0017-573,용마산 B4,중곡 방면6-1
2016,7호선,2725,용마산,723,20241231,하행,중곡,5-2,계단,,,,
2017,7호선,2725,용마산,723,20241231,하행,중곡,7-1,계단,,,,
355,7호선,2726,중곡,724,20241231,상행,용마산,4-4,엘리베이터,1311405,0005-633,중곡 B3,용마산 방면4-4
356,7호선,2726,중곡,724,20241231,하행,군자,5-1,엘리베이터,1311406,0005-634,중곡 B3,군자 방면5-1
2018,7호선,2726,중곡,724,20241231,상행,용마산,3-4,계단,,,,
2019,7호선,2726,중곡,724,20241231,상행,용마산,6-1,계단,,,,
2020,7호선,2726,중곡,724,20241231,하행,군자,3-4,계단,,,,
2021,7호선,2726,중곡,724,20241231,하행,군자,6-1,계단,,,,
2022,7호선,2727,군자,725,20241231,상행,중곡,2-3,계단,,,,
2023,7호선,2727,군자,725,20241231,상행,중곡,7-2,계단,,,,
2024,7호선,2727,군자,725,20241231,하행,어린이대공원,2-3,계단,,,,
2025,7호선,2727,군자,725,20241231,하행,어린이대공원,7-2,계단,,,,
357,7호선,2728,어린이대공원,726,20241231,상행,군자,3-3,엘리베이터,1311411,0007-435,어린이대공원 B3,군자 방면3-3
358,7호선,2728,어린이대공원,726,20241231,하행,건대입구,6-2,엘리베이터,1311412,0082-420,어린이대공원 B3,건대입구 방면6-2
2026,7호선,2728,어린이대공원,726,20241231,상행,군자,4-1,계단,,,,
2027,7호선,2728,어린이대공원,726,20241231,상행,군자,5-4,계단,,,,
2028,7호선,2728,어린이대공원,726,20241231,하행,건대입구,4-1,계단,,,,
2029,7호선,2728,어린이대공원,726,20241231,하행,건대입구,5-4,계단,,,,
2030,7호선,2729,건대입구,727,20241231,상행,어린이대공원,3-3,계단,,,,
2031,7호선,2729,건대입구,727,20241231,상행,어린이대공원,4-3,계단,,,,
2032,7호선,2729,건대입구,727,20241231,상행,어린이대공원,6-4,계단,,,,
2033,7호선,2729,건대입구,727,20241231,하행,자양,2-1,계단,,,,
2034,7호선,2729,건대입구,727,20241231,하행,자양,5-1,계단,,,,
880,7호선,2729,건대입구,727,20241231,하행,자양,1-1,에스컬레이터,1311426,1801-693,건대입구(7) B2,환승통로(자양 방면1-1)
881,7호선,2729,건대입구,727,20241231,하행,자양,1-1,에스컬레이터,1311427,1801-694,건대입구(7) B2,환승통로(자양 방면1-1)
882,7호선,2729,건대입구,727,20241231,상행,어린이대공원,6-4,에스컬레이터,1311428,1801-472,건대입구(7) B2,어린이대공원 방면6-4
434,7호선,2729,건대입구,727,20241231,상행,어린이대공원,5-4,엘리베이터,1496597,0132-928,건대입구(7) B2,어린이대공원 방면5-4
435,7호선,2729,건대입구,727,20241231,하행,자양,4-1,엘리베이터,1496599,0132-929,건대입구(7) B2,자양 방면4-1
359,7호선,2730,자양,728,20241231,상행,건대입구,1-4,엘리베이터,1311439,0082-442,자양(뚝섬한강공원) 3F,건대입구 방면1-4
360,7호선,2730,자양,728,20241231,하행,청담,7-4,엘리베이터,1311440,0082-443,자양(뚝섬한강공원) 3F,청담 방면7-4
2035,7호선,2730,자양,728,20241231,상행,건대입구,3-2,계단,,,,
2036,7호선,2730,자양,728,20241231,상행,건대입구,7-1,계단,,,,
2037,7호선,2730,자양,728,20241231,하행,청담,2-4,계단,,,,
2038,7호선,2730,자양,728,20241231,하행,청담,6-2,계단,,,,
2039,7호선,2731,청담,729,20241231,상행,자양,1-1,계단,,,,
2040,7호선,2731,청담,729,20241231,상행,자양,8-4,계단,,,,
487,7호선,2731,청담,729,20241231,상행,자양,7-4,엘리베이터,1822397,0163-343,청담,자양 방면7-4
488,7호선,2731,청담,729,20241231,하행,강남구청,2-1,엘리베이터,1822399,0163-344,청담,강남구청 방면2-1
361,7호선,2732,강남구청,730,20241231,상행,청담,1-1,엘리베이터,1311465,0011-097,강남구청(7) B3,청담 방면1-1
362,7호선,2732,강남구청,730,20241231,하행,학동,8-4,엘리베이터,1311466,0011-098,강남구청(7) B3,학동 방면8-4
2041,7호선,2732,강남구청,730,20241231,상행,청담,2-1,계단,,,,
2042,7호선,2732,강남구청,730,20241231,상행,청담,7-4,계단,,,,
2043,7호선,2732,강남구청,730,20241231,하행,학동,2-1,계단,,,,
2044,7호선,2732,강남구청,730,20241231,하행,학동,7-4,계단,,,,
363,7호선,2733,학동,731,20241231,상행,강남구청,4-4,엘리베이터,1311475,0065-989,학동 B3,강남구청 방면4-4
364,7호선,2733,학동,731,20241231,하행,논현,5-1,엘리베이터,1311476,0065-990,학동 B3,논현 방면5-1
2045,7호선,2733,학동,731,20241231,상행,강남구청,3-4,계단,,,,
2046,7호선,2733,학동,731,20241231,상행,강남구청,5-4,계단,,,,
2047,7호선,2733,학동,731,20241231,하행,논현,3-4,계단,,,,
2048,7호선,2733,학동,731,20241231,하행,논현,5-4,계단,,,,
365,7호선,2734,논현,732,20241231,상행,학동,7-4,엘리베이터,1311488,0057-897,논현 B3,학동 방면7-4
366,7호선,2734,논현,732,20241231,하행,반포,2-1,엘리베이터,1311489,0057-898,논현 B3,반포 방면2-1
2049,7호선,2734,논현,732,20241231,상행,학동,2-4,계단,,,,
2050,7호선,2734,논현,732,20241231,상행,학동,6-2,계단,,,,
2051,7호선,2734,논현,732,20241231,하행,반포,3-2,계단,,,,
2052,7호선,2734,논현,732,20241231,하행,반포,6-4,계단,,,,
367,7호선,2735,반포,733,20241231,상행,논현,5-1,엘리베이터,1311511,0078-301,반포 B3,논현 방면5-1
368,7호선,2735,반포,733,20241231,하행,고속터미널,4-4,엘리베이터,1311512,0078-302,반포 B3,고속터미널(7) 방면4-4
2053,7호선,2735,반포,733,20241231,상행,논현,3-4,계단,,,,
2054,7호선,2735,반포,733,20241231,상행,논현,5-4,계단,,,,
2055,7호선,2735,반포,733,20241231,하행,고속터미널,3-4,계단,,,,
2056,7호선,2735,반포,733,20241231,하행,고속터미널,5-4,계단,,,,
369,7호선,2736,고속터미널,734,20241231,상행,반포,3-3,엘리베이터,1311522,0009-821,고속터미널(7) B3,반포 방면3-3
370,7호선,2736,고속터미널,734,20241231,하행,내방,6-2,엘리베이터,1311523,0009-822,고속터미널(7) B3,내방 방면6-2
2057,7호선,2736,고속터미널,734,20241231,상행,반포,2-3,계단,,,,
2058,7호선,2736,고속터미널,734,20241231,상행,반포,4-4,계단,,,,
2059,7호선,2736,고속터미널,734,20241231,상행,반포,7-1,계단,,,,
2060,7호선,2736,고속터미널,734,20241231,하행,내방,2-3,계단,,,,
2061,7호선,2736,고속터미널,734,20241231,하행,내방,5-1,계단,,,,
2062,7호선,2736,고속터미널,734,20241231,하행,내방,7-1,계단,,,,
883,7호선,2736,고속터미널,734,20241231,상행,반포,2-4,에스컬레이터,1311524,1802-721,고속터미널(7) B3,반포 방면2-4
884,7호선,2736,고속터미널,734,20241231,상행,반포,2-4,에스컬레이터,1311525,1802-722,고속터미널(7) B3,반포 방면2-4
885,7호선,2736,고속터미널,734,20241231,하행,내방,7-1,에스컬레이터,1311526,1802-723,고속터미널(7) B3,내방 방면7-1
886,7호선,2736,고속터미널,734,20241231,하행,내방,7-1,에스컬레이터,1311527,1802-724,고속터미널(7) B3,내방 방면7-1
887,7호선,2736,고속터미널,734,20241231,상행,반포,4-4,에스컬레이터,1311528,1802-751,고속터미널(7) B3,반포 방면4-4
888,7호선,2736,고속터미널,734,20241231,하행,내방,5-1,에스컬레이터,1311529,1802-752,고속터미널(7) B3,내방 방면5-1
889,7호선,2736,고속터미널,734,20241231,상행,반포,7-1,에스컬레이터,1311530,1802-753,고속터미널(7) B3,반포 방면7-1
