관리번호,호선,역코드,역명,역번호,기준일자,상하행,방향(다음역),칸-문번호,승하차시설,시설번호,엘리베이터번호,통로위치,시설위치
1391,2호선,0243,충정로,243,20241231,상행,아현,2-1,계단,,,,
1392,2호선,0243,충정로,243,20241231,상행,아현,3-4,계단,,,,
1393,2호선,0243,충정로,243,20241231,상행,아현,9-1,계단,,,,
12,2호선,0243,충정로,243,20241231,상행,아현,2-1,엘리베이터,1042054,0039-953,충정로(2) B3,"아현 방면2-1, 시청 방면9-4"
1394,2호선,0244,용답,211-1,20241231,상행,신답,2-3,계단,,,,
1395,2호선,0244,용답,211-1,20241231,하행,성수,3-2,계단,,,,
466,2호선,0244,용답,211-1,20241231,상행,신답,2-2,엘리베이터,1794530,0158-589,용답 2F,신답 방면2-2
467,2호선,0244,용답,211-1,20241231,하행,성수,3-3,엘리베이터,1794531,0158-588,용답 2F,성수 방면3-3
170,2호선,0245,신답,211-2,20241231,하행,용답,3-2,엘리베이터,1145591,0104-461,신답 1F,용답 방면3-2
30,2호선,0245,신답,211-2,20241231,상행,용두,2-4,엘리베이터,1042101,0039-326,신답 1F,용두 방면2-4
1396,2호선,0245,신답,211-2,20241231,상행,용두,3-2,계단,,,,
1397,2호선,0245,신답,211-2,20241231,하행,용답,3-1,계단,,,,
1398,2호선,0246,신설동,211-4,20241231,하행,용두,1-1,계단,,,,
436,2호선,0246,신설동,211-4,20241231,상행,신설동,4-4,엘리베이터,1497817,0027-703,신설동(2) B2,신설동 방면4-4
114,2호선,0247,도림천,234-1,20241231,상행,신도림,4-4,엘리베이터,1042221,0022-597,도림천 B3,신도림 방면4-4
115,2호선,0247,도림천,234-1,20241231,하행,양천구청,2-4,엘리베이터,1042222,0022-596,도림천 B3,양천구청 방면2-4
1399,2호선,0247,도림천,234-1,20241231,상행,신도림,2-2,계단,,,,
1400,2호선,0247,도림천,234-1,20241231,상행,신도림,4-1,계단,,,,
1401,2호선,0247,도림천,234-1,20241231,하행,양천구청,3-4,계단,,,,
1402,2호선,0247,도림천,234-1,20241231,하행,양천구청,5-3,계단,,,,
128,2호선,0248,양천구청,234-2,20241231,하행,신정네거리,4-1,엘리베이터,1042242,0020-959,양천구청 B2,신정네거리 방면4-1
129,2호선,0248,양천구청,234-2,20241231,상행,도림천,3-3,엘리베이터,1042243,0020-960,양천구청 B2,도림천 방면3-3
1403,2호선,0248,양천구청,234-2,20241231,상행,도림천,2-3,계단,,,,
1404,2호선,0248,양천구청,234-2,20241231,상행,도림천,5-1,계단,,,,
1405,2호선,0248,양천구청,234-2,20241231,하행,신정네거리,2-3,계단,,,,
1406,2호선,0248,양천구청,234-2,20241231,하행,신정네거리,5-1,계단,,,,
130,2호선,0249,신정네거리,234-3,20241231,하행,까치산,4-1,엘리베이터,1042245,0060-930,신정네거리 B3,까치산 방면4-1
131,2호선,0249,신정네거리,234-3,20241231,상행,양천구청,3-4,엘리베이터,1042246,0060-931,신정네거리 B3,양천구청 방면3-4
1407,2호선,0249,신정네거리,234-3,20241231,상행,양천구청,3-1,계단,,,,
1408,2호선,0249,신정네거리,234-3,20241231,상행,양천구청,5-1,계단,,,,
1409,2호선,0249,신정네거리,234-3,20241231,하행,까치산,2-3,계단,,,,
1410,2호선,0249,신정네거리,234-3,20241231,하행,까치산,4-4,계단,,,,
595,2호선,0250,용두,211-3,20241231,상행,신설동,2-4,에스컬레이터,1041618,1809-045,용두 B1,신설동 방면2-4
596,2호선,0250,용두,211-3,20241231,하행,신답,3-1,에스컬레이터,1041619,1809-046,용두 B1,신답 방면3-1
6,2호선,0250,용두,211-3,20241231,상행,신설동,4-3,엘리베이터,1042009,0054-021,용두 B1,신설동 방면4-3
1411,2호선,0250,용두,211-3,20241231,상행,신설동,3-1,계단,,,,
1412,2호선,0250,용두,211-3,20241231,하행,신답,2-4,계단,,,,
7,2호선,0250,용두,211-3,20241231,하행,신답,1-1,엘리베이터,1042010,0054-022,용두 B1,신답 방면1-1
517,3호선,0309,지축,319,20241231,하행,구파발,2-2,엘리베이터,1133313,2040-730,지축 2F,"삼송 방면9-3, 구파발 방면2-2"
2226,3호선,0309,지축,319,20241231,하행,구파발,7-3,계단,,,,
2227,3호선,0309,지축,319,20241231,하행,구파발,3-4,계단,,,,
160,3호선,0309,지축,319,20241231,상행,삼송,9-3,엘리베이터,1133313,2040-730,지축 2F,"삼송 방면9-3, 구파발 방면2-2"
1413,3호선,0309,지축,319,20241231,상행,삼송,4-2,계단,,,,
1414,3호선,0309,지축,319,20241231,상행,삼송,8-1,계단,,,,
515,3호선,0310,구파발,320,20241231,하행,연신내,6-2,엘리베이터,1042265,0081-259,구파발 B2,"지축 방면5-3, 연신내 방면6-2"
2228,3호선,0310,구파발,320,20241231,하행,연신내,9-4,계단,,,,
2229,3호선,0310,구파발,320,20241231,하행,연신내,5-2,계단,,,,
2230,3호선,0310,구파발,320,20241231,하행,연신내,2-2,계단,,,,
1415,3호선,0310,구파발,320,20241231,상행,지축,2-1,계단,,,,
1416,3호선,0310,구파발,320,20241231,상행,지축,6-3,계단,,,,
1417,3호선,0310,구파발,320,20241231,상행,지축,9-3,계단,,,,
142,3호선,0310,구파발,320,20241231,상행,지축,5-3,엘리베이터,1042265,0081-259,구파발 B2,"지축 방면5-3, 연신내 방면6-2"
508,3호선,0311,연신내,321,20241231,하행,불광,5-4,엘리베이터,1042178,0102-345,연신내(3) B2,"구파발 방면6-1, 불광 방면5-4"
2231,3호선,0311,연신내,321,20241231,하행,불광,10-2,계단,,,,
2232,3호선,0311,연신내,321,20241231,하행,불광,6-4,계단,,,,
2233,3호선,0311,연신내,321,20241231,하행,불광,5-1,계단,,,,
2234,3호선,0311,연신내,321,20241231,하행,불광,2-2,계단,,,,
88,3호선,0311,연신내,321,20241231,상행,구파발,6-1,엘리베이터,1042178,0102-345,연신내(3) B2,"구파발 방면6-1, 불광 방면5-4"
1418,3호선,0311,연신내,321,20241231,상행,구파발,1-3,계단,,,,
1419,3호선,0311,연신내,321,20241231,상행,구파발,5-1,계단,,,,
1420,3호선,0311,연신내,321,20241231,상행,구파발,6-4,계단,,,,
1421,3호선,0311,연신내,321,20241231,상행,구파발,9-3,계단,,,,
83,3호선,0312,불광,322,20241231,상행,연신내,3-3,엘리베이터,1042172,0039-994,불광(3) B2,연신내 방면3-3
84,3호선,0312,불광,322,20241231,하행,녹번,8-2,엘리베이터,1042173,0002-833,불광(3) B2,녹번 방면8-2
1422,3호선,0312,불광,322,20241231,상행,연신내,2-4,계단,,,,
1423,3호선,0312,불광,322,20241231,상행,연신내,4-2,계단,,,,
1424,3호선,0312,불광,322,20241231,상행,연신내,7-1,계단,,,,
1425,3호선,0312,불광,322,20241231,상행,연신내,8-4,계단,,,,
1426,3호선,0312,불광,322,20241231,하행,녹번,3-1,계단,,,,
1427,3호선,0312,불광,322,20241231,하행,녹번,4-3,계단,,,,
1428,3호선,0312,불광,322,20241231,하행,녹번,7-3,계단,,,,
1429,3호선,0312,불광,322,20241231,하행,녹번,9-1,계단,,,,
496,3호선,0313,녹번,323,20241231,하행,홍제,8-4,엘리베이터,1042102,0102-399,녹번 B2,"불광 방면3-1, 홍제 방면8-4"
31,3호선,0313,녹번,323,20241231,상행,불광,3-1,엘리베이터,1042102,0102-399,녹번 B2,"불광 방면3-1, 홍제 방면8-4"
2235,3호선,0313,녹번,323,20241231,하행,홍제,9-4,계단,,,,
2236,3호선,0313,녹번,323,20241231,하행,홍제,8-1,계단,,,,
2237,3호선,0313,녹번,323,20241231,하행,홍제,4-3,계단,,,,
2238,3호선,0313,녹번,323,20241231,하행,홍제,2-4,계단,,,,
1430,3호선,0313,녹번,323,20241231,상행,불광,2-1,계단,,,,
1431,3호선,0313,녹번,323,20241231,상행,불광,3-4,계단,,,,
1432,3호선,0313,녹번,323,20241231,상행,불광,7-2,계단,,,,
1433,3호선,0313,녹번,323,20241231,상행,불광,9-1,계단,,,,
497,3호선,0314,홍제,324,20241231,하행,무악재,8-1,엘리베이터,1042103,0102-346,홍제 B3,"녹번 방면3-4, 무악재 방면8-1"
32,3호선,0314,홍제,324,20241231,상행,녹번,3-4,엘리베이터,1042103,0102-346,홍제 B3,"녹번 방면3-4, 무악재 방면8-1"
2239,3호선,0314,홍제,324,20241231,하행,무악재,8-4,계단,,,,
2240,3호선,0314,홍제,324,20241231,하행,무악재,7-1,계단,,,,
2241,3호선,0314,홍제,324,20241231,하행,무악재,5-1,계단,,,,
2242,3호선,0314,홍제,324,20241231,하행,무악재,3-1,계단,,,,
1434,3호선,0314,홍제,324,20241231,상행,녹번,3-1,계단,,,,
1435,3호선,0314,홍제,324,20241231,상행,녹번,4-4,계단,,,,
1436,3호선,0314,홍제,324,20241231,상행,녹번,6-4,계단,,,,
1437,3호선,0314,홍제,324,20241231,상행,녹번,8-4,계단,,,,
33,3호선,0315,무악재,325,20241231,상행,홍제,3-3,엘리베이터,1042104,0082-061,무악재 B3,홍제 방면3-3
34,3호선,0315,무악재,325,20241231,하행,독립문,8-2,엘리베이터,1042105,0082-062,무악재 B3,독립문 방면8-2
1438,3호선,0315,무악재,325,20241231,상행,홍제,2-4,계단,,,,
1439,3호선,0315,무악재,325,20241231,상행,홍제,4-4,계단,,,,
1440,3호선,0315,무악재,325,20241231,상행,홍제,7-1,계단,,,,
1441,3호선,0315,무악재,325,20241231,상행,홍제,9-1,계단,,,,
1442,3호선,0315,무악재,325,20241231,하행,독립문,2-4,계단,,,,
1443,3호선,0315,무악재,325,20241231,하행,독립문,4-4,계단,,,,
1444,3호선,0315,무악재,325,20241231,하행,독립문,7-1,계단,,,,
1445,3호선,0315,무악재,325,20241231,하행,독립문,9-1,계단,,,,
1003,3호선,0316,독립문,326,20241231,하행,경복궁,7-1,에스컬레이터,1041524,1800-879,독립문 B3,"무악재 방면4-4, 경복궁 방면7-1"
1004,3호선,0316,독립문,326,20241231,하행,경복궁,4-1,에스컬레이터,1041525,1800-898,독립문 B3,"무악재 방면7-4, 경복궁 방면4-1"
516,3호선,0316,독립문,326,20241231,하행,경복궁,2-4,엘리베이터,1042267,0039-996,독립문 B3,"무악재 방면9-1, 경복궁 방면2-4"
572,3호선,0316,독립문,326,20241231,상행,무악재,4-4,에스컬레이터,1041524,1800-879,독립문 B3,"무악재 방면4-4, 경복궁 방면7-1"
573,3호선,0316,독립문,326,20241231,상행,무악재,7-4,에스컬레이터,1041525,1800-898,독립문 B3,"무악재 방면7-4, 경복궁 방면4-1"
2243,3호선,0316,독립문,326,20241231,하행,경복궁,9-1,계단,,,,
2244,3호선,0316,독립문,326,20241231,하행,경복궁,7-1,계단,,,,
2245,3호선,0316,독립문,326,20241231,하행,경복궁,4-1,계단,,,,
143,3호선,0316,독립문,326,20241231,상행,무악재,9-1,엘리베이터,1042267,0039-996,독립문 B3,"무악재 방면9-1, 경복궁 방면2-4"
1446,3호선,0316,독립문,326,20241231,상행,무악재,2-4,계단,,,,
1447,3호선,0316,독립문,326,20241231,상행,무악재,4-4,계단,,,,
1448,3호선,0316,독립문,326,20241231,상행,무악재,7-4,계단,,,,
1000,3호선,0317,경복궁,327,20241231,하행,안국,9-1,에스컬레이터,1041483,1800-308,경복궁 B3,"독립문 방면2-4, 안국 방면9-1"
1001,3호선,0317,경복궁,327,20241231,상행,독립문,8-3,에스컬레이터,1041484,1800-003,경복궁 B3,"안국 방면3-2, 독립문 방면8-3"
1002,3호선,0317,경복궁,327,20241231,상행,독립문,8-3,에스컬레이터,1041485,1800-004,경복궁 B3,"안국 방면3-2, 독립문 방면8-3"
498,3호선,0317,경복궁,327,20241231,하행,안국,5-3,엘리베이터,1042106,0000-388,경복궁 B3,"독립문 방면6-2, 안국 방면5-3"
999,3호선,0317,경복궁,327,20241231,상행,독립문,2-4,에스컬레이터,1041482,1800-315,경복궁 B3,"안국 방면9-1, 독립문 방면2-4"
568,3호선,0317,경복궁,327,20241231,하행,안국,9-1,에스컬레이터,1041482,1800-315,경복궁 B3,"안국 방면9-1, 독립문 방면2-4"
569,3호선,0317,경복궁,327,20241231,상행,독립문,2-4,에스컬레이터,1041483,1800-308,경복궁 B3,"독립문 방면2-4, 안국 방면9-1"
570,3호선,0317,경복궁,327,20241231,하행,안국,3-2,에스컬레이터,1041484,1800-003,경복궁 B3,"안국 방면3-2, 독립문 방면8-3"
571,3호선,0317,경복궁,327,20241231,하행,안국,3-2,에스컬레이터,1041485,1800-004,경복궁 B3,"안국 방면3-2, 독립문 방면8-3"
35,3호선,0317,경복궁,327,20241231,상행,독립문,6-2,엘리베이터,1042106,0000-388,경복궁 B3,"독립문 방면6-2, 안국 방면5-3"
2246,3호선,0317,경복궁,327,20241231,하행,안국,6-4,계단,,,,
2247,3호선,0317,경복궁,327,20241231,하행,안국,4-4,계단,,,,
1449,3호선,0317,경복궁,327,20241231,상행,독립문,5-1,계단,,,,
1450,3호선,0317,경복궁,327,20241231,상행,독립문,7-1,계단,,,,
503,3호선,0318,안국,328,20241231,하행,종로3가,8-3,엘리베이터,1042123,0000-591,안국 B3,"경복궁 방면3-2, 종로3가 방면8-3"
1040,3호선,0318,안국,328,20241231,상행,경복궁,4-3,에스컬레이터,1123283,1801-132,안국 B3,"종로3가 방면7-2, 경복궁 방면4-3"
1041,3호선,0318,안국,328,20241231,하행,종로3가,7-2,에스컬레이터,1123284,1801-133,안국 B3,"경복궁 방면4-3, 종로3가 방면7-2"
1042,3호선,0318,안국,328,20241231,상행,경복궁,7-1,에스컬레이터,1123285,1801-134,안국 B3,"종로3가 방면4-4, 경복궁 방면7-1"
1043,3호선,0318,안국,328,20241231,하행,종로3가,4-4,에스컬레이터,1123286,1801-135,안국 B3,"경복궁 방면7-1, 종로3가 방면4-4"
2248,3호선,0318,안국,328,20241231,하행,종로3가,9-3,계단,,,,
2249,3호선,0318,안국,328,20241231,하행,종로3가,2-3,계단,,,,
652,3호선,0318,안국,328,20241231,하행,종로3가,7-2,에스컬레이터,1123283,1801-132,안국 B3,"종로3가 방면7-2, 경복궁 방면4-3"
653,3호선,0318,안국,328,20241231,상행,경복궁,4-3,에스컬레이터,1123284,1801-133,안국 B3,"경복궁 방면4-3, 종로3가 방면7-2"
654,3호선,0318,안국,328,20241231,하행,종로3가,4-4,에스컬레이터,1123285,1801-134,안국 B3,"종로3가 방면4-4, 경복궁 방면7-1"
655,3호선,0318,안국,328,20241231,상행,경복궁,7-1,에스컬레이터,1123286,1801-135,안국 B3,"경복궁 방면7-1, 종로3가 방면4-4"
48,3호선,0318,안국,328,20241231,상행,경복궁,3-2,엘리베이터,1042123,0000-591,안국 B3,"경복궁 방면3-2, 종로3가 방면8-3"
1451,3호선,0318,안국,328,20241231,상행,경복궁,2-2,계단,,,,
1452,3호선,0318,안국,328,20241231,상행,경복궁,9-2,계단,,,,
1005,3호선,0319,종로3가,329,20241231,상행,안국,10-4,에스컬레이터,1041638,1800-338,종로3가(3) B4,"환승통로(을지로3가 방면1-1, 안국 방면10-4)"
1006,3호선,0319,종로3가,329,20241231,상행,안국,10-4,에스컬레이터,1041639,1800-339,종로3가(3) B4,"환승통로(을지로3가 방면1-1, 안국 방면10-4)"
1044,3호선,0319,종로3가,329,20241231,하행,을지로3가,2-4,에스컬레이터,1123310,1800-084,종로3가(3) B4,"환승통로(안국 방면9-1, 을지로3가 방면2-4)"
558,3호선,0319,종로3가,329,20241231,하행,을지로3가,7-1,엘리베이터,1498876,0125-744,종로3가(3) B4,"안국 방면4-3, 을지로3가 방면7-1"
597,3호선,0319,종로3가,329,20241231,하행,을지로3가,1-1,에스컬레이터,1041638,1800-338,종로3가(3) B4,"환승통로(을지로3가 방면1-1, 안국 방면10-4)"
598,3호선,0319,종로3가,329,20241231,하행,을지로3가,1-1,에스컬레이터,1041639,1800-339,종로3가(3) B4,"환승통로(을지로3가 방면1-1, 안국 방면10-4)"
664,3호선,0319,종로3가,329,20241231,상행,안국,9-1,에스컬레이터,1123310,1800-084,종로3가(3) B4,"환승통로(안국 방면9-1, 을지로3가 방면2-4)"
440,3호선,0319,종로3가,329,20241231,상행,안국,4-3,엘리베이터,1498876,0125-744,종로3가(3) B4,"안국 방면4-3, 을지로3가 방면7-1"
506,3호선,0320,을지로3가,330,20241231,하행,충무로,5-2,엘리베이터,1042165,0040-427,을지로3가(3) B3,"종로3가 방면6-3, 충무로 방면5-2"
1023,3호선,0320,을지로3가,330,20241231,하행,충무로,7-4,에스컬레이터,1041732,1800-477,을지로3가(3) B3,"종로3가 방면4-2, 충무로 방면7-4"
1024,3호선,0320,을지로3가,330,20241231,상행,종로3가,7-2,에스컬레이터,1041733,1801-129,을지로3가(3) B3,"충무로 방면4-3, 종로3가 방면7-2"
78,3호선,0320,을지로3가,330,20241231,상행,종로3가,6-3,엘리베이터,1042165,0040-427,을지로3가(3) B3,"종로3가 방면6-3, 충무로 방면5-2"
2250,3호선,0320,을지로3가,330,20241231,하행,충무로,9-2,계단,,,,
2251,3호선,0320,을지로3가,330,20241231,하행,충무로,7-4,계단,,,,
2252,3호선,0320,을지로3가,330,20241231,하행,충무로,4-4,계단,,,,
2253,3호선,0320,을지로3가,330,20241231,하행,충무로,2-3,계단,,,,
615,3호선,0320,을지로3가,330,20241231,상행,종로3가,4-2,에스컬레이터,1041732,1800-477,을지로3가(3) B3,"종로3가 방면4-2, 충무로 방면7-4"
616,3호선,0320,을지로3가,330,20241231,하행,충무로,4-3,에스컬레이터,1041733,1801-129,을지로3가(3) B3,"충무로 방면4-3, 종로3가 방면7-2"
1453,3호선,0320,을지로3가,330,20241231,상행,종로3가,2-3,계단,,,,
1454,3호선,0320,을지로3가,330,20241231,상행,종로3가,4-1,계단,,,,
1455,3호선,0320,을지로3가,330,20241231,상행,종로3가,7-1,계단,,,,
1456,3호선,0320,을지로3가,330,20241231,상행,종로3가,9-2,계단,,,,
560,3호선,0321,충무로,331,20241231,하행,동대입구,4-1,엘리베이터,1779318,0152-338,충무로(3) B1,"을지로3가 방면7-4, 동대입구 방면4-1"
642,3호선,0321,충무로,331,20241231,하행,동대입구,5-2,에스컬레이터,1061509,1800-486,충무로(3) B3,환승통로(동대입구 방면5-2)
643,3호선,0321,충무로,331,20241231,하행,동대입구,5-2,에스컬레이터,1061510,1800-487,충무로(3) B3,환승통로(동대입구 방면5-2)
644,3호선,0321,충무로,331,20241231,상행,을지로3가,6-3,에스컬레이터,1061511,1801-479,충무로(3) B3,환승통로(을지로3가 방면6-3)
645,3호선,0321,충무로,331,20241231,상행,을지로3가,6-3,에스컬레이터,1061512,1801-409,충무로(3) B3,환승통로(을지로3가 방면6-3)
463,3호선,0321,충무로,331,20241231,상행,을지로3가,7-4,엘리베이터,1779318,0152-338,충무로(3) B1,"을지로3가 방면7-4, 동대입구 방면4-1"
1459,3호선,0322,동대입구,332,20241231,상행,충무로,7-2,계단,,,,
1460,3호선,0322,동대입구,332,20241231,상행,충무로,9-2,계단,,,,
504,3호선,0322,동대입구,332,20241231,하행,약수,8-4,엘리베이터,1042133,0003-046,동대입구 B3,"충무로 방면3-1, 약수 방면8-4"
55,3호선,0322,동대입구,332,20241231,상행,충무로,3-1,엘리베이터,1042133,0003-046,동대입구 B3,"충무로 방면3-1, 약수 방면8-4"
2254,3호선,0322,동대입구,332,20241231,하행,약수,9-1,계단,,,,
2255,3호선,0322,동대입구,332,20241231,하행,약수,7-1,계단,,,,
2256,3호선,0322,동대입구,332,20241231,하행,약수,4-3,계단,,,,
2257,3호선,0322,동대입구,332,20241231,하행,약수,2-3,계단,,,,
1457,3호선,0322,동대입구,332,20241231,상행,충무로,2-4,계단,,,,
1458,3호선,0322,동대입구,332,20241231,상행,충무로,4-4,계단,,,,
1461,3호선,0323,약수,333,20241231,상행,동대입구,2-4,계단,,,,
1462,3호선,0323,약수,333,20241231,상행,동대입구,4-3,계단,,,,
1463,3호선,0323,약수,333,20241231,상행,동대입구,7-1,계단,,,,
507,3호선,0323,약수,333,20241231,하행,금호,3-1,엘리베이터,1042177,0102-482,약수(3) B2,"동대입구 방면8-4, 금호 방면3-1"
2258,3호선,0323,약수,333,20241231,하행,금호,9-1,계단,,,,
2259,3호선,0323,약수,333,20241231,하행,금호,7-2,계단,,,,
2260,3호선,0323,약수,333,20241231,하행,금호,4-4,계단,,,,
87,3호선,0323,약수,333,20241231,상행,동대입구,8-4,엘리베이터,1042177,0102-482,약수(3) B2,"동대입구 방면8-4, 금호 방면3-1"
1464,3호선,0324,금호,334,20241231,상행,약수,2-3,계단,,,,
1465,3호선,0324,금호,334,20241231,상행,약수,4-2,계단,,,,
1466,3호선,0324,금호,334,20241231,상행,약수,6-4,계단,,,,
1467,3호선,0324,금호,334,20241231,상행,약수,8-2,계단,,,,
499,3호선,0324,금호,334,20241231,하행,옥수,8-3,엘리베이터,1042107,0102-309,금호 B2,"약수 방면3-2, 옥수 방면8-3"
36,3호선,0324,금호,334,20241231,상행,약수,3-2,엘리베이터,1042107,0102-309,금호 B2,"약수 방면3-2, 옥수 방면8-3"
2261,3호선,0324,금호,334,20241231,하행,옥수,9-2,계단,,,,
2262,3호선,0324,금호,334,20241231,하행,옥수,7-3,계단,,,,
2263,3호선,0324,금호,334,20241231,하행,옥수,5-1,계단,,,,
2264,3호선,0324,금호,334,20241231,하행,옥수,3-3,계단,,,,
1468,3호선,0325,옥수,335,20241231,상행,금호,1-4,계단,,,,
1469,3호선,0325,옥수,335,20241231,상행,금호,4-1,계단,,,,
1470,3호선,0325,옥수,335,20241231,상행,금호,7-4,계단,,,,
1471,3호선,0325,옥수,335,20241231,상행,금호,9-4,계단,,,,
1472,3호선,0325,옥수,335,20241231,하행,압구정,1-4,계단,,,,
1473,3호선,0325,옥수,335,20241231,하행,압구정,4-1,계단,,,,
1474,3호선,0325,옥수,335,20241231,하행,압구정,7-4,계단,,,,
1475,3호선,0325,옥수,335,20241231,하행,압구정,9-4,계단,,,,
178,3호선,0325,옥수,335,20241231,상행,금호,10-1,엘리베이터,1153332,0074-036,옥수(3) 4F,금호 방면10-1
179,3호선,0325,옥수,335,20241231,하행,압구정,1-2,엘리베이터,1153333,0074-037,옥수(3) 4F,압구정 방면1-2
1476,3호선,0326,압구정,336,20241231,상행,옥수,2-2,계단,,,,
1477,3호선,0326,압구정,336,20241231,상행,옥수,4-1,계단,,,,
1478,3호선,0326,압구정,336,20241231,상행,옥수,7-3,계단,,,,
1479,3호선,0326,압구정,336,20241231,상행,옥수,9-1,계단,,,,
1480,3호선,0326,압구정,336,20241231,하행,신사,2-3,계단,,,,
1481,3호선,0326,압구정,336,20241231,하행,신사,4-2,계단,,,,
1482,3호선,0326,압구정,336,20241231,하행,신사,7-3,계단,,,,
1483,3호선,0326,압구정,336,20241231,하행,신사,9-2,계단,,,,
438,3호선,0326,압구정,336,20241231,상행,옥수,8-2,엘리베이터,1497820,0033-201,압구정 B2,옥수 방면8-2
439,3호선,0326,압구정,336,20241231,하행,신사,3-2,엘리베이터,1497821,0033-202,압구정 B2,신사 방면3-2
1484,3호선,0327,신사,337,20241231,상행,압구정,2-2,계단,,,,
1485,3호선,0327,신사,337,20241231,상행,압구정,4-1,계단,,,,
1486,3호선,0327,신사,337,20241231,상행,압구정,7-2,계단,,,,
1487,3호선,0327,신사,337,20241231,상행,압구정,9-1,계단,,,,
1488,3호선,0327,신사,337,20241231,하행,잠원,2-3,계단,,,,
1489,3호선,0327,신사,337,20241231,하행,잠원,4-2,계단,,,,
1490,3호선,0327,신사,337,20241231,하행,잠원,7-3,계단,,,,
1491,3호선,0327,신사,337,20241231,하행,잠원,9-2,계단,,,,
111,3호선,0327,신사,337,20241231,상행,압구정,3-1,엘리베이터,1042216,0049-398,신사 B2,압구정 방면3-1
112,3호선,0327,신사,337,20241231,하행,잠원,8-3,엘리베이터,1042217,0049-407,신사 B2,잠원 방면8-3
1492,3호선,0328,잠원,338,20241231,상행,신사,2-4,계단,,,,
1493,3호선,0328,잠원,338,20241231,상행,신사,4-3,계단,,,,
1494,3호선,0328,잠원,338,20241231,상행,신사,7-1,계단,,,,
1495,3호선,0328,잠원,338,20241231,상행,신사,8-4,계단,,,,
1496,3호선,0328,잠원,338,20241231,하행,고속터미널,2-3,계단,,,,
1497,3호선,0328,잠원,338,20241231,하행,고속터미널,4-2,계단,,,,
1498,3호선,0328,잠원,338,20241231,하행,고속터미널,7-1,계단,,,,
1499,3호선,0328,잠원,338,20241231,하행,고속터미널,8-4,계단,,,,
69,3호선,0328,잠원,338,20241231,상행,신사,3-3,엘리베이터,1042151,0033-321,잠원 B2,신사 방면3-3
70,3호선,0328,잠원,338,20241231,하행,고속터미널,8-2,엘리베이터,1042152,0035-271,잠원 B2,고속터미널 방면8-2
1500,3호선,0329,고속터미널,339,20241231,상행,잠원,2-3,계단,,,,
1501,3호선,0329,고속터미널,339,20241231,상행,잠원,4-3,계단,,,,
1502,3호선,0329,고속터미널,339,20241231,상행,잠원,7-2,계단,,,,
1503,3호선,0329,고속터미널,339,20241231,상행,잠원,9-2,계단,,,,
1504,3호선,0329,고속터미널,339,20241231,하행,교대,2-3,계단,,,,
1505,3호선,0329,고속터미널,339,20241231,하행,교대,4-3,계단,,,,
1506,3호선,0329,고속터미널,339,20241231,하행,교대,7-2,계단,,,,
1507,3호선,0329,고속터미널,339,20241231,하행,교대,9-2,계단,,,,
617,3호선,0329,고속터미널,339,20241231,상행,잠원,9-2,에스컬레이터,1041734,1802-288,고속터미널(3) B3,잠원 방면9-2
618,3호선,0329,고속터미널,339,20241231,상행,잠원,9-2,에스컬레이터,1041735,1802-289,고속터미널(3) B3,잠원 방면9-2
619,3호선,0329,고속터미널,339,20241231,하행,교대,7-2,에스컬레이터,1041736,1802-107,고속터미널(3) B3,교대 방면7-2
620,3호선,0329,고속터미널,339,20241231,하행,교대,7-2,에스컬레이터,1041737,1802-108,고속터미널(3) B3,교대 방면7-2
636,3호선,0329,고속터미널,339,20241231,상행,잠원,4-3,에스컬레이터,1061503,1802-101,고속터미널(3) B3,잠원 방면4-3
637,3호선,0329,고속터미널,339,20241231,상행,잠원,4-3,에스컬레이터,1061504,1802-102,고속터미널(3) B3,잠원 방면4-3
638,3호선,0329,고속터미널,339,20241231,하행,교대,2-3,에스컬레이터,1061505,1802-290,고속터미널(3) B3,교대 방면2-3
639,3호선,0329,고속터미널,339,20241231,하행,교대,2-3,에스컬레이터,1061506,1802-106,고속터미널(3) B3,교대 방면2-3
656,3호선,0329,고속터미널,339,20241231,상행,잠원,2-3,에스컬레이터,1123293,1802-099,고속터미널(3) B3,잠원 방면2-3
657,3호선,0329,고속터미널,339,20241231,상행,잠원,2-3,에스컬레이터,1123294,1802-100,고속터미널(3) B3,잠원 방면2-3
658,3호선,0329,고속터미널,339,20241231,상행,잠원,7-2,에스컬레이터,1123295,1802-103,고속터미널(3) B3,잠원 방면7-2
659,3호선,0329,고속터미널,339,20241231,상행,잠원,7-2,에스컬레이터,1123296,1802-287,고속터미널(3) B3,잠원 방면7-2
89,3호선,0329,고속터미널,339,20241231,상행,잠원,8-2,엘리베이터,1042179,0033-322,고속터미널(3) B3,잠원 방면8-2
660,3호선,0329,고속터미널,339,20241231,하행,교대,4-3,에스컬레이터,1123297,1802-291,고속터미널(3) B3,교대 방면4-3
661,3호선,0329,고속터미널,339,20241231,하행,교대,4-3,에스컬레이터,1123298,1802-292,고속터미널(3) B3,교대 방면4-3
662,3호선,0329,고속터미널,339,20241231,하행,교대,9-2,에스컬레이터,1123299,1802-104,고속터미널(3) B3,교대 방면9-2
663,3호선,0329,고속터미널,339,20241231,하행,교대,9-2,에스컬레이터,1123300,1802-105,고속터미널(3) B3,교대 방면9-2
90,3호선,0329,고속터미널,339,20241231,하행,교대,3-3,엘리베이터,1042180,0033-323,고속터미널(3) B3,교대 방면3-3
