datetime_full,호선,역명,사용일수구분,승차건수,하차건수
2024-04-05 12:00:00,1호선,서울역,5일권,3,3
2024-04-05 12:00:00,1호선,종로5가,2일권,2,2
2024-04-05 12:00:00,4호선,서울역,5일권,1,0
2024-04-05 13:00:00,1호선,서울역,2일권,0,2
2024-04-05 13:00:00,1호선,서울역,3일권,3,0
2024-04-05 13:00:00,1호선,종로3가,7일권,6,0
2024-04-05 13:00:00,4호선,명동,3일권,0,3
2024-04-05 13:00:00,5호선,여의도,3일권,0,1
2024-04-05 13:00:00,5호선,동대문역사문화공원(DDP),5일권,2,0
2024-04-05 13:00:00,6호선,삼각지,5일권,0,3
2024-04-05 13:00:00,6호선,이태원,5일권,0,2
2024-04-05 14:00:00,5호선,여의도,3일권,1,0
2024-04-05 14:00:00,5호선,여의나루,3일권,0,1
2024-04-05 15:00:00,2호선,을지로4가,5일권,3,0
2024-04-05 15:00:00,2호선,동대문역사문화공원(DDP),5일권,0,3
2024-04-05 15:00:00,2호선,신당,5일권,3,3
2024-04-05 15:00:00,3호선,경복궁(정부서울청사),5일권,3,0
2024-04-05 15:00:00,5호선,종로3가,5일권,0,3
2024-04-05 15:00:00,6호선,삼각지,5일권,3,0
2024-04-05 16:00:00,1호선,종각,2일권,2,1
2024-04-05 16:00:00,1호선,종로5가,2일권,0,1
2024-04-05 16:00:00,2호선,시청,5일권,0,3
2024-04-05 16:00:00,2호선,동대문역사문화공원(DDP),5일권,3,0
2024-04-05 16:00:00,2호선,삼성(무역센터),5일권,6,0
2024-04-05 16:00:00,2호선,홍대입구,5일권,0,3
2024-04-05 16:00:00,4호선,명동,3일권,1,0
2024-04-05 16:00:00,4호선,회현(남대문시장),7일권,2,0
2024-04-05 17:00:00,4호선,명동,5일권,0,5
2024-04-05 17:00:00,4호선,서울역,5일권,5,0
2024-04-05 17:00:00,5호선,종로3가,2일권,0,2
2024-04-05 17:00:00,6호선,이태원,2일권,2,0
2024-04-05 18:00:00,5호선,여의나루,5일권,2,0
2024-04-05 18:00:00,6호선,합정,5일권,0,2
2024-04-05 18:00:00,6호선,공덕,3일권,1,0
2024-04-05 19:00:00,1호선,종로5가,5일권,1,0
2024-04-05 19:00:00,2호선,뚝섬,3일권,0,1
2024-04-05 19:00:00,3호선,안국,2일권,2,0
2024-04-05 19:00:00,3호선,안국,3일권,3,0
2024-04-05 19:00:00,3호선,안국,5일권,2,0
2024-04-05 19:00:00,4호선,충무로,3일권,0,3
2024-04-05 19:00:00,4호선,명동,2일권,0,2
2024-04-05 20:00:00,1호선,시청,5일권,5,0
2024-04-05 20:00:00,1호선,동대문,5일권,0,1
2024-04-05 20:00:00,2호선,성수,5일권,0,6
2024-04-05 20:00:00,3호선,신사,7일권,2,0
2024-04-05 20:00:00,4호선,명동,2일권,2,0
2024-04-05 21:00:00,2호선,왕십리(성동구청),5일권,0,6
2024-04-05 21:00:00,2호선,성수,5일권,6,0
2024-04-05 21:00:00,4호선,회현(남대문시장),7일권,0,2
2024-04-05 23:00:00,2호선,왕십리(성동구청),5일권,6,0
2024-04-05 23:00:00,2호선,합정,5일권,2,0
2024-04-05 23:00:00,4호선,충무로,5일권,0,6
2024-04-06 08:00:00,2호선,뚝섬,3일권,1,0
2024-04-06 08:00:00,3호선,양재(서초구청),5일권,4,0
2024-04-06 08:00:00,4호선,충무로,5일권,6,0
2024-04-06 08:00:00,4호선,명동,5일권,2,0
2024-04-06 09:00:00,4호선,동대문역사문화공원(DDP),3일권,1,1
2024-04-06 09:00:00,4호선,회현(남대문시장),7일권,2,0
2024-04-06 09:00:00,5호선,광화문(세종문화회관),5일권,0,4
2024-04-06 10:00:00,5호선,광화문(세종문화회관),3일권,0,1
2024-04-06 11:00:00,1호선,서울역,5일권,0,2
2024-04-06 11:00:00,2호선,합정,5일권,3,0
2024-04-06 11:00:00,2호선,홍대입구,5일권,0,6
2024-04-06 11:00:00,5호선,여의나루,5일권,6,0
2024-04-06 12:00:00,5호선,광화문(세종문화회관),3일권,1,0
2024-04-06 12:00:00,6호선,망원,5일권,0,3
2024-04-06 13:00:00,1호선,종로5가,3일권,3,0
2024-04-06 13:00:00,2호선,합정,5일권,3,0
2024-04-06 13:00:00,2호선,홍대입구,5일권,6,0
2024-04-06 13:00:00,2호선,이대,5일권,0,6
2024-04-06 13:00:00,6호선,망원,3일권,0,1
2024-04-06 13:00:00,6호선,망원,5일권,3,0
2024-04-06 13:00:00,6호선,합정,5일권,0,3
2024-04-06 14:00:00,2호선,홍대입구,5일권,3,1
2024-04-06 14:00:00,3호선,불광,3일권,0,3
2024-04-06 14:00:00,4호선,충무로,5일권,3,0
2024-04-06 14:00:00,4호선,명동,5일권,0,3
2024-04-06 14:00:00,5호선,양평,5일권,0,2
2024-04-06 15:00:00,1호선,서울역,5일권,1,4
2024-04-06 15:00:00,2호선,시청,2일권,1,0
2024-04-06 15:00:00,3호선,안국,2일권,0,1
2024-04-06 15:00:00,6호선,망원,5일권,0,6
2024-04-06 16:00:00,1호선,서울역,5일권,5,0
2024-04-06 16:00:00,1호선,시청,5일권,5,5
2024-04-06 16:00:00,3호선,안국,2일권,1,0
2024-04-06 16:00:00,4호선,충무로,2일권,0,1
2024-04-06 16:00:00,4호선,명동,5일권,0,2
2024-04-06 17:00:00,1호선,서울역,2일권,1,0
2024-04-06 17:00:00,3호선,압구정,7일권,0,2
2024-04-06 17:00:00,4호선,명동,2일권,0,1
2024-04-06 17:00:00,4호선,명동,5일권,2,0
2024-04-06 17:00:00,6호선,망원,5일권,6,0
2024-04-06 18:00:00,2호선,을지로입구,5일권,5,2
2024-04-06 18:00:00,3호선,연신내,3일권,3,0
2024-04-06 19:00:00,2호선,역삼,3일권,3,0
2024-04-06 19:00:00,2호선,교대(법원.검찰청),3일권,0,3
2024-04-06 19:00:00,2호선,홍대입구,3일권,0,1
2024-04-06 19:00:00,5호선,여의나루,5일권,0,2
2024-04-06 20:00:00,2호선,종합운동장,3일권,3,3
2024-04-06 20:00:00,2호선,삼성(무역센터),3일권,3,3
2024-04-06 20:00:00,2호선,선릉,3일권,0,3
2024-04-06 20:00:00,3호선,고속터미널,5일권,2,0
2024-04-06 20:00:00,4호선,충무로,5일권,0,2
2024-04-06 20:00:00,4호선,회현(남대문시장),7일권,0,2
2024-04-06 21:00:00,3호선,고속터미널,5일권,4,0
2024-04-06 22:00:00,3호선,압구정,3일권,3,0
2024-04-06 22:00:00,4호선,충무로,3일권,0,3
2024-04-06 22:00:00,4호선,충무로,5일권,0,4
2024-04-06 23:00:00,4호선,동대문역사문화공원(DDP),3일권,0,1
2024-04-06 23:00:00,6호선,상수,3일권,1,0
2024-04-07 08:00:00,3호선,양재(서초구청),5일권,4,0
2024-04-07 08:00:00,4호선,충무로,5일권,6,0
2024-04-07 09:00:00,1호선,제기동,5일권,0,6
2024-04-07 09:00:00,3호선,안국,5일권,6,6
2024-04-07 09:00:00,4호선,명동,5일권,2,4
2024-04-07 09:00:00,6호선,삼각지,5일권,0,2
2024-04-07 10:00:00,1호선,제기동,5일권,6,0
2024-04-07 10:00:00,2호선,을지로4가,5일권,3,0
2024-04-07 10:00:00,4호선,충무로,5일권,1,3
2024-04-07 10:00:00,4호선,명동,5일권,3,0
2024-04-07 11:00:00,1호선,서울역,5일권,0,1
2024-04-07 11:00:00,1호선,종로5가,5일권,1,0
2024-04-07 11:00:00,2호선,동대문역사문화공원(DDP),5일권,0,4
2024-04-07 12:00:00,1호선,종로3가,5일권,6,6
2024-04-07 12:00:00,2호선,을지로입구,5일권,0,6
2024-04-07 13:00:00,2호선,을지로입구,5일권,1,0
2024-04-07 13:00:00,2호선,동대문역사문화공원(DDP),5일권,0,1
2024-04-07 13:00:00,4호선,명동,7일권,0,2
2024-04-07 13:00:00,4호선,동작(현충원),5일권,0,2
2024-04-07 13:00:00,6호선,삼각지,5일권,2,0
2024-04-07 14:00:00,4호선,동대문역사문화공원(DDP),5일권,4,0
2024-04-07 15:00:00,1호선,서울역,5일권,1,0
2024-04-07 15:00:00,1호선,시청,5일권,0,1
2024-04-07 15:00:00,2호선,홍대입구,5일권,3,0
2024-04-07 15:00:00,3호선,경복궁(정부서울청사),5일권,0,3
2024-04-07 15:00:00,4호선,혜화,7일권,2,2
2024-04-07 15:00:00,4호선,동대문역사문화공원(DDP),5일권,1,0
2024-04-07 15:00:00,4호선,충무로,5일권,0,2
2024-04-07 15:00:00,4호선,명동,5일권,2,0
2024-04-07 15:00:00,4호선,명동,7일권,2,0
2024-04-07 16:00:00,2호선,을지로입구,5일권,0,2
2024-04-07 16:00:00,4호선,충무로,5일권,1,0
2024-04-07 16:00:00,4호선,명동,5일권,2,1
2024-04-07 17:00:00,4호선,동대문,5일권,0,2
2024-04-07 17:00:00,4호선,충무로,5일권,2,0
2024-04-07 18:00:00,1호선,동묘앞,5일권,0,2
2024-04-07 18:00:00,2호선,을지로3가,5일권,3,0
2024-04-07 18:00:00,2호선,홍대입구,5일권,3,0
2024-04-07 18:00:00,3호선,경복궁(정부서울청사),5일권,3,0
2024-04-07 18:00:00,3호선,고속터미널,5일권,0,3
2024-04-07 18:00:00,4호선,동대문,5일권,2,0
2024-04-07 19:00:00,1호선,동묘앞,5일권,2,0
2024-04-07 19:00:00,2호선,을지로3가,5일권,4,0
2024-04-07 19:00:00,5호선,여의나루,7일권,0,2
2024-04-07 19:00:00,6호선,이태원,5일권,0,7
2024-04-07 20:00:00,2호선,잠실(송파구청),5일권,0,4
2024-04-07 20:00:00,4호선,명동,5일권,0,3
2024-04-07 20:00:00,6호선,이태원,5일권,7,0
2024-04-07 21:00:00,2호선,잠실(송파구청),5일권,0,2
2024-04-07 21:00:00,2호선,홍대입구,5일권,0,3
2024-04-07 21:00:00,4호선,명동,5일권,3,0
2024-04-07 21:00:00,5호선,여의나루,5일권,0,4
2024-04-07 21:00:00,6호선,공덕,5일권,1,1
2024-04-07 22:00:00,2호선,시청,5일권,0,1
2024-04-07 22:00:00,2호선,을지로4가,5일권,1,0
2024-04-07 22:00:00,2호선,잠실(송파구청),5일권,6,0
2024-04-07 23:00:00,4호선,충무로,5일권,0,6
2024-04-07 23:00:00,4호선,회현(남대문시장),7일권,1,0
2024-04-08 09:00:00,1호선,종로5가,5일권,0,5
2024-04-08 09:00:00,2호선,시청,5일권,3,0
2024-04-08 09:00:00,3호선,동대입구,5일권,0,1
2024-04-08 09:00:00,4호선,충무로,5일권,6,0
2024-04-08 10:00:00,2호선,잠실(송파구청),5일권,0,3
2024-04-08 10:00:00,3호선,동대입구,5일권,1,0
2024-04-08 10:00:00,4호선,명동,5일권,0,1
2024-04-08 10:00:00,4호선,회현(남대문시장),7일권,2,0
2024-04-08 11:00:00,1호선,종로5가,5일권,6,0
2024-04-08 11:00:00,4호선,명동,5일권,1,0
2024-04-08 11:00:00,4호선,숙대입구(갈월),5일권,1,1
2024-04-08 11:00:00,6호선,봉화산(서울의료원),7일권,0,2
2024-04-08 12:00:00,1호선,서울역,3일권,1,0
2024-04-08 12:00:00,2호선,잠실(송파구청),5일권,3,0
2024-04-08 12:00:00,2호선,영등포구청,5일권,0,6
2024-04-08 12:00:00,6호선,봉화산(서울의료원),7일권,2,0
2024-04-08 13:00:00,1호선,서울역,1일권,3,0
2024-04-08 13:00:00,2호선,을지로입구,5일권,0,3
2024-04-08 13:00:00,2호선,잠실(송파구청),1일권,0,3
2024-04-08 14:00:00,2호선,시청,5일권,0,3
2024-04-08 14:00:00,2호선,홍대입구,5일권,3,0
2024-04-08 15:00:00,2호선,잠실(송파구청),1일권,3,0
2024-04-08 15:00:00,2호선,삼성(무역센터),1일권,0,3
2024-04-08 15:00:00,4호선,충무로,5일권,0,6
2024-04-08 15:00:00,5호선,영등포구청,5일권,6,0
2024-04-08 15:00:00,5호선,신길,5일권,0,1
2024-04-08 16:00:00,1호선,서울역,3일권,0,1
2024-04-08 16:00:00,1호선,서울역,5일권,3,0
2024-04-08 16:00:00,2호선,삼성(무역센터),1일권,3,0
2024-04-08 17:00:00,1호선,서울역,1일권,0,3
2024-04-08 17:00:00,2호선,시청,5일권,2,0
2024-04-08 17:00:00,2호선,을지로입구,5일권,0,1
2024-04-08 17:00:00,2호선,동대문역사문화공원(DDP),5일권,0,2
2024-04-08 17:00:00,2호선,홍대입구,5일권,0,3
2024-04-08 17:00:00,4호선,충무로,5일권,1,0
2024-04-08 18:00:00,1호선,서울역,1일권,3,0
2024-04-08 18:00:00,1호선,서울역,5일권,1,1
2024-04-08 18:00:00,1호선,시청,1일권,0,3
2024-04-08 18:00:00,4호선,충무로,5일권,0,1
2024-04-08 18:00:00,4호선,명동,5일권,0,1
2024-04-08 18:00:00,4호선,회현(남대문시장),5일권,1,0
2024-04-08 19:00:00,1호선,종각,7일권,0,2
2024-04-08 20:00:00,2호선,시청,5일권,0,2
2024-04-08 20:00:00,2호선,동대문역사문화공원(DDP),5일권,2,0
2024-04-08 20:00:00,2호선,잠실(송파구청),5일권,3,0
2024-04-08 21:00:00,1호선,종각,7일권,2,0
2024-04-08 21:00:00,2호선,시청,5일권,0,3
2024-04-08 22:00:00,4호선,회현(남대문시장),7일권,0,2
2024-04-08 23:00:00,4호선,동대문역사문화공원(DDP),5일권,0,1
2024-04-08 23:00:00,4호선,명동,5일권,1,0
2024-04-09 00:00:00,2호선,시청,3일권,0,1
2024-04-09 00:00:00,2호선,신촌,5일권,0,1
2024-04-09 06:00:00,3호선,양재(서초구청),5일권,1,0
2024-04-09 07:00:00,5호선,광화문(세종문화회관),5일권,0,1
2024-04-09 08:00:00,3호선,양재(서초구청),5일권,0,1
2024-04-09 08:00:00,4호선,충무로,5일권,2,0
2024-04-09 08:00:00,4호선,회현(남대문시장),5일권,0,1
2024-04-09 09:00:00,2호선,을지로4가,1일권,10,0
2024-04-09 09:00:00,2호선,삼성(무역센터),1일권,0,6
2024-04-09 09:00:00,3호선,안국,5일권,0,4
2024-04-09 09:00:00,3호선,양재(서초구청),5일권,3,0
2024-04-09 09:00:00,5호선,여의나루,1일권,0,2
2024-04-09 09:00:00,5호선,을지로4가,1일권,2,0
2024-04-09 10:00:00,2호선,을지로4가,1일권,3,0
2024-04-09 10:00:00,2호선,동대문역사문화공원(DDP),1일권,0,4
2024-04-09 10:00:00,2호선,합정,1일권,0,3
2024-04-09 10:00:00,3호선,을지로3가,1일권,4,0
2024-04-09 10:00:00,4호선,충무로,5일권,0,2
2024-04-09 10:00:00,4호선,명동,5일권,2,2
2024-04-09 10:00:00,4호선,회현(남대문시장),5일권,2,0
2024-04-09 10:00:00,5호선,여의나루,1일권,2,0
2024-04-09 10:00:00,5호선,광화문(세종문화회관),5일권,0,3
2024-04-09 11:00:00,1호선,서울역,5일권,2,0
2024-04-09 11:00:00,1호선,시청,5일권,2,2
2024-04-09 11:00:00,2호선,잠실(송파구청),3일권,0,2
2024-04-09 11:00:00,2호선,삼성(무역센터),3일권,2,0
2024-04-09 11:00:00,3호선,홍제,1일권,0,5
2024-04-09 11:00:00,3호선,경복궁(정부서울청사),5일권,0,2
2024-04-09 11:00:00,3호선,안국,5일권,4,0
2024-04-09 11:00:00,3호선,을지로3가,1일권,3,0
2024-04-09 11:00:00,3호선,고속터미널,1일권,0,4
2024-04-09 11:00:00,4호선,충무로,5일권,6,0
2024-04-09 12:00:00,1호선,서울역,3일권,1,0
2024-04-09 12:00:00,1호선,서울역,5일권,1,1
2024-04-09 12:00:00,1호선,시청,3일권,0,1
2024-04-09 12:00:00,1호선,시청,5일권,0,1
2024-04-09 12:00:00,1호선,종로5가,5일권,1,0
2024-04-09 12:00:00,2호선,을지로4가,5일권,0,3
2024-04-09 12:00:00,2호선,홍대입구,5일권,3,0
2024-04-09 12:00:00,3호선,양재(서초구청),5일권,1,4
2024-04-09 12:00:00,5호선,여의나루,5일권,0,6
2024-04-09 13:00:00,1호선,서울역,5일권,0,5
2024-04-09 13:00:00,1호선,시청,3일권,1,0
2024-04-09 13:00:00,2호선,잠실새내,3일권,0,1
2024-04-09 13:00:00,2호선,서초,3일권,1,0
2024-04-09 13:00:00,2호선,합정,1일권,3,0
2024-04-09 13:00:00,3호선,홍제,1일권,5,0
2024-04-09 13:00:00,5호선,여의나루,5일권,5,0
2024-04-09 13:00:00,5호선,광화문(세종문화회관),5일권,3,0
2024-04-09 13:00:00,6호선,삼각지,3일권,0,1
2024-04-09 14:00:00,1호선,서울역,5일권,5,0
2024-04-09 14:00:00,1호선,종각,1일권,3,0
2024-04-09 14:00:00,1호선,종로3가,5일권,0,6
2024-04-09 14:00:00,1호선,종로5가,1일권,0,3
2024-04-09 14:00:00,2호선,삼성(무역센터),3일권,0,2
2024-04-09 14:00:00,4호선,명동,1일권,0,2
2024-04-09 14:00:00,5호선,여의도,5일권,1,0
2024-04-09 14:00:00,5호선,광화문(세종문화회관),1일권,0,6
2024-04-09 14:00:00,8호선,몽촌토성(평화의문),3일권,2,0
2024-04-09 15:00:00,1호선,종로3가,5일권,12,6
2024-04-09 15:00:00,1호선,종로5가,1일권,3,0
2024-04-09 15:00:00,2호선,시청,5일권,1,0
2024-04-09 15:00:00,2호선,뚝섬,5일권,0,1
2024-04-09 15:00:00,2호선,홍대입구,5일권,0,3
2024-04-09 15:00:00,3호선,홍제,1일권,0,4
2024-04-09 15:00:00,4호선,충무로,5일권,0,6
2024-04-09 15:00:00,4호선,명동,1일권,2,0
2024-04-09 15:00:00,5호선,을지로4가,1일권,0,2
2024-04-09 15:00:00,5호선,을지로4가,5일권,3,0
2024-04-09 16:00:00,4호선,충무로,5일권,6,0
2024-04-09 16:00:00,5호선,광화문(세종문화회관),1일권,6,0
2024-04-09 17:00:00,2호선,을지로3가,1일권,0,3
2024-04-09 17:00:00,2호선,을지로4가,1일권,0,9
2024-04-09 17:00:00,2호선,삼성(무역센터),3일권,2,0
2024-04-09 17:00:00,2호선,충정로(경기대입구),3일권,0,1
2024-04-09 17:00:00,3호선,홍제,1일권,4,0
2024-04-09 17:00:00,3호선,을지로3가,1일권,0,4
2024-04-09 17:00:00,3호선,고속터미널,1일권,3,0
2024-04-09 17:00:00,5호선,여의나루,5일권,1,0
2024-04-09 17:00:00,6호선,삼각지,3일권,1,0
2024-04-09 18:00:00,2호선,신당,3일권,0,2
2024-04-09 18:00:00,2호선,삼성(무역센터),1일권,0,3
2024-04-09 18:00:00,4호선,동대문역사문화공원(DDP),1일권,3,0
2024-04-09 18:00:00,4호선,동대문역사문화공원(DDP),5일권,0,1
2024-04-09 18:00:00,4호선,회현(남대문시장),5일권,0,2
2024-04-09 18:00:00,4호선,서울역,5일권,2,0
2024-04-09 19:00:00,1호선,서울역,5일권,2,0
2024-04-09 19:00:00,1호선,종로5가,3일권,2,0
2024-04-09 19:00:00,2호선,용두(동대문구청),3일권,0,2
2024-04-09 19:00:00,3호선,대치,1일권,3,3
2024-04-09 19:00:00,4호선,동대문역사문화공원(DDP),5일권,1,0
2024-04-09 20:00:00,2호선,강남,1일권,1,1
2024-04-09 20:00:00,2호선,신촌,5일권,0,2
2024-04-09 20:00:00,2호선,용두(동대문구청),3일권,2,0
2024-04-09 20:00:00,3호선,대치,1일권,1,1
2024-04-09 21:00:00,2호선,삼성(무역센터),3일권,0,2
2024-04-09 21:00:00,4호선,서울역,3일권,0,1
2024-04-09 21:00:00,6호선,이태원,5일권,1,1
2024-04-09 22:00:00,2호선,시청,3일권,1,0
2024-04-09 22:00:00,2호선,강남,1일권,0,3
2024-04-09 22:00:00,3호선,대치,1일권,2,0
2024-04-09 23:00:00,6호선,이태원,3일권,1,1
2024-04-09 23:00:00,6호선,이태원,5일권,1,0
2024-04-10 07:00:00,2호선,을지로입구,5일권,1,0
2024-04-10 07:00:00,2호선,홍대입구,5일권,0,1
2024-04-10 09:00:00,2호선,합정,5일권,1,0
2024-04-10 10:00:00,1호선,시청,3일권,2,1
2024-04-10 10:00:00,1호선,시청,5일권,4,2
2024-04-10 10:00:00,2호선,을지로입구,5일권,0,1
2024-04-10 10:00:00,2호선,선릉,3일권,2,0
2024-04-10 10:00:00,3호선,경복궁(정부서울청사),3일권,0,1
2024-04-10 11:00:00,1호선,동대문,5일권,0,2
2024-04-10 11:00:00,2호선,을지로입구,5일권,0,2
2024-04-10 11:00:00,2호선,신당,3일권,0,2
2024-04-10 11:00:00,2호선,신촌,5일권,2,0
2024-04-10 11:00:00,3호선,경복궁(정부서울청사),3일권,1,0
2024-04-10 12:00:00,2호선,시청,5일권,1,0
2024-04-10 12:00:00,2호선,동대문역사문화공원(DDP),3일권,2,1
2024-04-10 12:00:00,2호선,홍대입구,3일권,0,2
2024-04-10 12:00:00,2호선,홍대입구,7일권,0,2
2024-04-10 12:00:00,2호선,아현,5일권,0,1
2024-04-10 13:00:00,2호선,합정,7일권,0,1
2024-04-10 13:00:00,2호선,홍대입구,7일권,3,2
2024-04-10 14:00:00,2호선,을지로입구,5일권,2,0
2024-04-10 14:00:00,3호선,안국,3일권,0,1
2024-04-10 14:00:00,4호선,동대문역사문화공원(DDP),3일권,1,0
2024-04-10 15:00:00,1호선,시청,3일권,0,1
2024-04-10 15:00:00,2호선,을지로입구,5일권,0,1
2024-04-10 15:00:00,2호선,삼성(무역센터),3일권,0,2
2024-04-10 15:00:00,2호선,합정,3일권,2,0
2024-04-10 15:00:00,2호선,아현,5일권,1,0
2024-04-10 15:00:00,3호선,안국,3일권,1,0
2024-04-10 15:00:00,3호선,종로3가,5일권,0,2
2024-04-10 16:00:00,1호선,종로5가,5일권,2,0
2024-04-10 17:00:00,1호선,종로3가,5일권,2,0
2024-04-10 17:00:00,2호선,을지로입구,5일권,0,2
2024-04-10 17:00:00,2호선,신촌,5일권,0,2
2024-04-10 18:00:00,2호선,잠실(송파구청),3일권,0,2
2024-04-10 18:00:00,2호선,삼성(무역센터),3일권,2,0
2024-04-10 19:00:00,1호선,시청,3일권,1,0
2024-04-10 19:00:00,2호선,잠실(송파구청),3일권,2,0
2024-04-10 19:00:00,2호선,삼성(무역센터),3일권,0,2
2024-04-10 20:00:00,4호선,명동,3일권,0,1
2024-04-10 22:00:00,2호선,시청,3일권,0,1
2024-04-10 22:00:00,4호선,명동,3일권,1,0
2024-04-11 06:00:00,1호선,시청,3일권,1,0
2024-04-11 06:00:00,4호선,명동,3일권,0,1
2024-04-11 09:00:00,2호선,을지로입구,5일권,1,0
2024-04-11 09:00:00,3호선,경복궁(정부서울청사),5일권,0,1
2024-04-11 09:00:00,4호선,서울역,5일권,2,0
2024-04-11 10:00:00,1호선,서울역,5일권,2,0
2024-04-11 10:00:00,1호선,시청,5일권,0,2
2024-04-11 10:00:00,2호선,을지로입구,5일권,2,0
2024-04-11 10:00:00,3호선,경복궁(정부서울청사),5일권,0,2
2024-04-11 10:00:00,4호선,명동,7일권,0,2
2024-04-11 10:00:00,4호선,서울역,7일권,2,0
2024-04-11 10:00:00,5호선,영등포시장,5일권,0,2
2024-04-11 11:00:00,2호선,시청,5일권,2,0
2024-04-11 11:00:00,3호선,경복궁(정부서울청사),7일권,0,2
2024-04-11 11:00:00,3호선,안국,7일권,2,0
2024-04-11 11:00:00,4호선,서울역,7일권,4,0
2024-04-11 12:00:00,2호선,잠실(송파구청),7일권,0,4
2024-04-11 12:00:00,2호선,홍대입구,5일권,0,2
2024-04-11 12:00:00,2호선,신촌,5일권,2,0
2024-04-11 12:00:00,6호선,한강진,5일권,0,2
2024-04-11 13:00:00,1호선,서울역,5일권,2,2
2024-04-11 14:00:00,1호선,청량리(서울시립대입구),5일권,0,1
2024-04-11 14:00:00,4호선,서울역,3일권,2,0
2024-04-11 14:00:00,5호선,광화문(세종문화회관),5일권,1,0
2024-04-11 14:00:00,5호선,종로3가,5일권,0,1
2024-04-11 15:00:00,1호선,서울역,1일권,2,0
2024-04-11 15:00:00,1호선,종로3가,5일권,0,2
2024-04-11 15:00:00,1호선,종로5가,5일권,1,0
2024-04-11 15:00:00,1호선,청량리(서울시립대입구),5일권,2,1
2024-04-11 15:00:00,2호선,시청,3일권,0,1
2024-04-11 15:00:00,2호선,을지로입구,1일권,0,2
2024-04-11 15:00:00,2호선,선릉,3일권,2,0
2024-04-11 15:00:00,4호선,혜화,3일권,0,2
2024-04-11 15:00:00,4호선,명동,3일권,1,0
2024-04-11 15:00:00,4호선,서울역,5일권,3,0
2024-04-11 16:00:00,2호선,잠실(송파구청),7일권,8,4
2024-04-11 16:00:00,2호선,삼성(무역센터),7일권,0,4
2024-04-11 16:00:00,4호선,동작(현충원),5일권,3,3
2024-04-11 17:00:00,2호선,을지로입구,1일권,2,0
2024-04-11 17:00:00,2호선,을지로3가,5일권,2,0
2024-04-11 17:00:00,2호선,삼성(무역센터),5일권,2,0
2024-04-11 17:00:00,2호선,신촌,5일권,0,2
2024-04-11 17:00:00,4호선,명동,5일권,1,0
2024-04-11 17:00:00,4호선,숙대입구(갈월),5일권,0,1
2024-04-11 17:00:00,5호선,종로3가,5일권,3,1
2024-04-11 18:00:00,2호선,홍대입구,1일권,0,2
2024-04-11 18:00:00,3호선,압구정,5일권,2,0
2024-04-11 18:00:00,5호선,광화문(세종문화회관),5일권,0,2
2024-04-11 18:00:00,6호선,이태원,5일권,2,0
2024-04-11 19:00:00,1호선,시청,3일권,1,0
2024-04-11 19:00:00,2호선,을지로입구,5일권,0,2
2024-04-11 19:00:00,2호선,동대문역사문화공원(DDP),5일권,0,2
2024-04-11 19:00:00,2호선,홍대입구,1일권,2,0
2024-04-11 20:00:00,1호선,동대문,5일권,2,0
2024-04-11 20:00:00,2호선,을지로입구,1일권,0,2
2024-04-11 20:00:00,2호선,잠실새내,7일권,1,4
2024-04-11 20:00:00,2호선,삼성(무역센터),7일권,4,0
2024-04-11 20:00:00,4호선,동대문역사문화공원(DDP),5일권,0,2
2024-04-11 20:00:00,5호선,광화문(세종문화회관),5일권,2,0
2024-04-11 22:00:00,4호선,동대문,5일권,2,0
2024-04-11 23:00:00,2호선,을지로4가,7일권,0,4
2024-04-11 23:00:00,2호선,잠실새내,7일권,4,0
2024-04-12 07:00:00,1호선,청량리(서울시립대입구),5일권,2,0
2024-04-12 08:00:00,3호선,경복궁(정부서울청사),5일권,0,2
2024-04-12 08:00:00,3호선,안국,5일권,2,2
2024-04-12 09:00:00,2호선,을지로4가,7일권,8,4
2024-04-12 09:00:00,2호선,신촌,5일권,2,0
2024-04-12 09:00:00,3호선,경복궁(정부서울청사),7일권,0,4
2024-04-12 09:00:00,4호선,충무로,7일권,2,0
2024-04-12 10:00:00,1호선,서울역,5일권,1,0
2024-04-12 10:00:00,1호선,종각,5일권,0,2
2024-04-12 10:00:00,1호선,제기동,5일권,0,1
2024-04-12 10:00:00,2호선,을지로입구,5일권,2,0
2024-04-12 10:00:00,2호선,뚝섬,5일권,0,2
2024-04-12 10:00:00,2호선,삼성(무역센터),7일권,0,2
2024-04-12 10:00:00,3호선,종로3가,5일권,3,0
2024-04-12 10:00:00,3호선,양재(서초구청),5일권,0,3
2024-04-12 10:00:00,4호선,혜화,7일권,2,0
2024-04-12 11:00:00,1호선,종로3가,5일권,0,2
2024-04-12 12:00:00,1호선,신설동,5일권,1,1
2024-04-12 12:00:00,2호선,삼성(무역센터),7일권,2,0
2024-04-12 12:00:00,2호선,강남,3일권,0,2
2024-04-12 12:00:00,4호선,서울역,3일권,2,0
2024-04-12 13:00:00,1호선,서울역,5일권,0,1
2024-04-12 13:00:00,1호선,종로5가,5일권,1,0
2024-04-12 13:00:00,2호선,뚝섬,5일권,2,0
2024-04-12 13:00:00,3호선,경복궁(정부서울청사),7일권,0,2
2024-04-12 13:00:00,4호선,총신대입구(이수),7일권,2,2
2024-04-12 13:00:00,7호선,논현,7일권,0,2
2024-04-12 14:00:00,2호선,동대문역사문화공원(DDP),5일권,0,2
