,datetime_full,호선,역명,사용일수구분,승차건수,하차건수
1796,2024-04-07 18:00:00,5호선,여의나루,7일권,0,0
1797,2024-04-07 18:00:00,6호선,이태원,5일권,0,0
1798,2024-04-07 19:00:00,1호선,동묘앞,5일권,2,0
1799,2024-04-07 19:00:00,2호선,을지로3가,5일권,4,0
1800,2024-04-07 19:00:00,5호선,여의나루,7일권,0,2
1801,2024-04-07 19:00:00,6호선,이태원,5일권,0,7
1802,2024-04-07 20:00:00,2호선,잠실(송파구청),5일권,0,4
1803,2024-04-07 20:00:00,4호선,명동,5일권,0,3
1804,2024-04-07 20:00:00,6호선,이태원,5일권,7,0
1805,2024-04-07 21:00:00,2호선,잠실(송파구청),5일권,0,2
1806,2024-04-07 21:00:00,2호선,홍대입구,5일권,0,3
1807,2024-04-07 21:00:00,4호선,명동,5일권,3,0
1808,2024-04-07 21:00:00,5호선,여의나루,5일권,0,4
1809,2024-04-07 21:00:00,6호선,공덕,5일권,1,1
1810,2024-04-07 22:00:00,2호선,시청,5일권,0,1
1811,2024-04-07 22:00:00,2호선,을지로4가,5일권,1,0
1812,2024-04-07 22:00:00,2호선,잠실(송파구청),5일권,6,0
1813,2024-04-07 23:00:00,4호선,충무로,5일권,0,6
1814,2024-04-07 23:00:00,4호선,회현(남대문시장),7일권,1,0
1815,2024-04-08 09:00:00,1호선,종로5가,5일권,0,5
1816,2024-04-08 09:00:00,2호선,시청,5일권,3,0
1817,2024-04-08 09:00:00,3호선,동대입구,5일권,0,1
1818,2024-04-08 09:00:00,4호선,충무로,5일권,6,0
1819,2024-04-08 10:00:00,2호선,잠실(송파구청),5일권,0,3
1820,2024-04-08 10:00:00,3호선,동대입구,5일권,1,0
1821,2024-04-08 10:00:00,4호선,명동,5일권,0,1
1822,2024-04-08 10:00:00,4호선,회현(남대문시장),7일권,2,0
1823,2024-04-08 11:00:00,1호선,종로5가,5일권,6,0
1824,2024-04-08 11:00:00,4호선,명동,5일권,1,0
1825,2024-04-08 11:00:00,4호선,숙대입구(갈월),5일권,1,1
1826,2024-04-08 11:00:00,6호선,봉화산(서울의료원),7일권,0,2
1827,2024-04-08 12:00:00,1호선,서울역,3일권,1,0
1828,2024-04-08 12:00:00,1호선,종로5가,5일권,0,0
1829,2024-04-08 12:00:00,2호선,잠실(송파구청),5일권,3,0
1830,2024-04-08 12:00:00,2호선,영등포구청,5일권,0,6
1831,2024-04-08 12:00:00,6호선,봉화산(서울의료원),7일권,2,0
1832,2024-04-08 13:00:00,1호선,서울역,1일권,3,0
1833,2024-04-08 13:00:00,2호선,을지로입구,5일권,0,3
1834,2024-04-08 13:00:00,2호선,잠실(송파구청),1일권,0,3
1835,2024-04-08 14:00:00,2호선,시청,5일권,0,3
1836,2024-04-08 14:00:00,2호선,홍대입구,5일권,3,0
1837,2024-04-08 14:00:00,5호선,신길,5일권,0,0
1838,2024-04-08 14:00:00,6호선,봉화산(서울의료원),7일권,0,0
1839,2024-04-08 15:00:00,1호선,서울역,3일권,0,0
1840,2024-04-08 15:00:00,2호선,잠실(송파구청),1일권,3,0
1841,2024-04-08 15:00:00,2호선,삼성(무역센터),1일권,0,3
1842,2024-04-08 15:00:00,4호선,충무로,5일권,0,6
1843,2024-04-08 15:00:00,5호선,영등포구청,5일권,6,0
1844,2024-04-08 15:00:00,5호선,신길,5일권,0,1
1845,2024-04-08 16:00:00,1호선,서울역,3일권,0,1
1846,2024-04-08 16:00:00,1호선,서울역,5일권,3,0
1847,2024-04-08 16:00:00,2호선,삼성(무역센터),1일권,3,0
1848,2024-04-08 17:00:00,1호선,서울역,1일권,0,3
1849,2024-04-08 17:00:00,1호선,종각,7일권,0,0
1850,2024-04-08 17:00:00,2호선,시청,5일권,2,0
1851,2024-04-08 17:00:00,2호선,을지로입구,5일권,0,1
1852,2024-04-08 17:00:00,2호선,동대문역사문화공원(DDP),5일권,0,2
1853,2024-04-08 17:00:00,2호선,홍대입구,5일권,0,3
1854,2024-04-08 17:00:00,4호선,충무로,5일권,1,0
1855,2024-04-08 18:00:00,1호선,서울역,1일권,3,0
1856,2024-04-08 18:00:00,1호선,서울역,5일권,1,1
1857,2024-04-08 18:00:00,1호선,시청,1일권,0,3
1858,2024-04-08 18:00:00,4호선,충무로,5일권,0,1
1859,2024-04-08 18:00:00,4호선,명동,5일권,0,1
1860,2024-04-08 18:00:00,4호선,회현(남대문시장),5일권,1,0
1861,2024-04-08 19:00:00,1호선,종각,7일권,0,2
1862,2024-04-08 20:00:00,2호선,시청,5일권,0,2
1863,2024-04-08 20:00:00,2호선,동대문역사문화공원(DDP),5일권,2,0
1864,2024-04-08 20:00:00,2호선,잠실(송파구청),5일권,3,0
1865,2024-04-08 21:00:00,1호선,종각,7일권,2,0
1866,2024-04-08 21:00:00,2호선,시청,5일권,0,3
1867,2024-04-08 22:00:00,4호선,회현(남대문시장),7일권,0,2
1868,2024-04-08 23:00:00,4호선,동대문역사문화공원(DDP),5일권,0,1
1869,2024-04-08 23:00:00,4호선,명동,5일권,1,0
1870,2024-04-09 00:00:00,2호선,시청,3일권,0,1
1871,2024-04-09 00:00:00,2호선,신촌,5일권,0,1
1872,2024-04-09 06:00:00,3호선,양재(서초구청),5일권,1,0
1873,2024-04-09 07:00:00,5호선,광화문(세종문화회관),5일권,0,1
1874,2024-04-09 08:00:00,3호선,양재(서초구청),5일권,0,1
1875,2024-04-09 08:00:00,4호선,충무로,5일권,2,0
1876,2024-04-09 08:00:00,4호선,회현(남대문시장),5일권,0,1
1877,2024-04-09 09:00:00,2호선,을지로4가,1일권,10,0
1878,2024-04-09 09:00:00,2호선,삼성(무역센터),1일권,0,6
1879,2024-04-09 09:00:00,3호선,안국,5일권,0,4
1880,2024-04-09 09:00:00,3호선,양재(서초구청),5일권,3,0
1881,2024-04-09 09:00:00,5호선,여의나루,1일권,0,2
1882,2024-04-09 09:00:00,5호선,광화문(세종문화회관),5일권,0,0
1883,2024-04-09 09:00:00,5호선,을지로4가,1일권,2,0
1884,2024-04-09 10:00:00,2호선,을지로4가,1일권,3,0
1885,2024-04-09 10:00:00,2호선,동대문역사문화공원(DDP),1일권,0,4
1886,2024-04-09 10:00:00,2호선,합정,1일권,0,3
1887,2024-04-09 10:00:00,3호선,을지로3가,1일권,4,0
1888,2024-04-09 10:00:00,4호선,충무로,5일권,0,2
1889,2024-04-09 10:00:00,4호선,명동,5일권,2,2
1890,2024-04-09 10:00:00,4호선,회현(남대문시장),5일권,2,0
1891,2024-04-09 10:00:00,5호선,여의나루,1일권,2,0
1892,2024-04-09 10:00:00,5호선,광화문(세종문화회관),5일권,0,3
1893,2024-04-09 11:00:00,1호선,서울역,5일권,2,0
1894,2024-04-09 11:00:00,1호선,시청,5일권,2,2
1895,2024-04-09 11:00:00,2호선,잠실(송파구청),3일권,0,2
1896,2024-04-09 11:00:00,2호선,삼성(무역센터),3일권,2,0
1897,2024-04-09 11:00:00,3호선,홍제,1일권,0,5
1898,2024-04-09 11:00:00,3호선,경복궁(정부서울청사),5일권,0,2
1899,2024-04-09 11:00:00,3호선,안국,5일권,4,0
1900,2024-04-09 11:00:00,3호선,을지로3가,1일권,3,0
1901,2024-04-09 11:00:00,3호선,고속터미널,1일권,0,4
1902,2024-04-09 11:00:00,4호선,충무로,5일권,6,0
1903,2024-04-09 12:00:00,1호선,서울역,3일권,1,0
1904,2024-04-09 12:00:00,1호선,서울역,5일권,1,1
1905,2024-04-09 12:00:00,1호선,시청,3일권,0,1
1906,2024-04-09 12:00:00,1호선,시청,5일권,0,1
1907,2024-04-09 12:00:00,1호선,종로5가,5일권,1,0
1908,2024-04-09 12:00:00,2호선,을지로4가,5일권,0,3
1909,2024-04-09 12:00:00,2호선,홍대입구,5일권,3,0
1910,2024-04-09 12:00:00,3호선,양재(서초구청),5일권,1,4
1911,2024-04-09 12:00:00,5호선,여의나루,5일권,0,6
1912,2024-04-09 13:00:00,1호선,서울역,5일권,0,5
1913,2024-04-09 13:00:00,1호선,시청,3일권,1,0
1914,2024-04-09 13:00:00,2호선,잠실새내,3일권,0,1
1915,2024-04-09 13:00:00,2호선,서초,3일권,1,0
1916,2024-04-09 13:00:00,2호선,합정,1일권,3,0
1917,2024-04-09 13:00:00,3호선,홍제,1일권,5,0
1918,2024-04-09 13:00:00,5호선,여의나루,5일권,5,0
1919,2024-04-09 13:00:00,5호선,광화문(세종문화회관),1일권,0,0
1920,2024-04-09 13:00:00,5호선,광화문(세종문화회관),5일권,3,0
1921,2024-04-09 13:00:00,6호선,삼각지,3일권,0,1
1922,2024-04-09 14:00:00,1호선,서울역,5일권,5,0
1923,2024-04-09 14:00:00,1호선,종각,1일권,3,0
1924,2024-04-09 14:00:00,1호선,종로3가,5일권,0,6
1925,2024-04-09 14:00:00,1호선,종로5가,1일권,0,3
1926,2024-04-09 14:00:00,2호선,삼성(무역센터),3일권,0,2
1927,2024-04-09 14:00:00,3호선,홍제,1일권,0,0
1928,2024-04-09 14:00:00,4호선,명동,1일권,0,2
1929,2024-04-09 14:00:00,5호선,여의도,5일권,1,0
1930,2024-04-09 14:00:00,5호선,광화문(세종문화회관),1일권,0,6
1931,2024-04-09 14:00:00,8호선,몽촌토성(평화의문),3일권,2,0
1932,2024-04-09 15:00:00,1호선,종로3가,5일권,12,6
1933,2024-04-09 15:00:00,1호선,종로5가,1일권,3,0
1934,2024-04-09 15:00:00,2호선,시청,5일권,1,0
1935,2024-04-09 15:00:00,2호선,뚝섬,5일권,0,1
1936,2024-04-09 15:00:00,2호선,홍대입구,5일권,0,3
1937,2024-04-09 15:00:00,3호선,홍제,1일권,0,4
1938,2024-04-09 15:00:00,4호선,충무로,5일권,0,6
1939,2024-04-09 15:00:00,4호선,명동,1일권,2,0
1940,2024-04-09 15:00:00,5호선,을지로4가,1일권,0,2
1941,2024-04-09 15:00:00,5호선,을지로4가,5일권,3,0
1942,2024-04-09 16:00:00,1호선,종로5가,1일권,0,0
1943,2024-04-09 16:00:00,4호선,충무로,5일권,6,0
1944,2024-04-09 16:00:00,5호선,광화문(세종문화회관),1일권,6,0
1945,2024-04-09 17:00:00,2호선,을지로3가,1일권,0,3
1946,2024-04-09 17:00:00,2호선,을지로4가,1일권,0,9
1947,2024-04-09 17:00:00,2호선,삼성(무역센터),1일권,0,0
1948,2024-04-09 17:00:00,2호선,삼성(무역센터),3일권,2,0
1949,2024-04-09 17:00:00,2호선,충정로(경기대입구),3일권,0,1
1950,2024-04-09 17:00:00,3호선,홍제,1일권,4,0
1951,2024-04-09 17:00:00,3호선,을지로3가,1일권,0,4
1952,2024-04-09 17:00:00,3호선,고속터미널,1일권,3,0
1953,2024-04-09 17:00:00,5호선,여의나루,5일권,1,0
1954,2024-04-09 17:00:00,6호선,삼각지,3일권,1,0
1955,2024-04-09 18:00:00,2호선,신당,3일권,0,2
1956,2024-04-09 18:00:00,2호선,삼성(무역센터),1일권,0,3
1957,2024-04-09 18:00:00,4호선,동대문역사문화공원(DDP),1일권,3,0
1958,2024-04-09 18:00:00,4호선,동대문역사문화공원(DDP),5일권,0,1
1959,2024-04-09 18:00:00,4호선,회현(남대문시장),5일권,0,2
1960,2024-04-09 18:00:00,4호선,서울역,5일권,2,0
1961,2024-04-09 19:00:00,1호선,서울역,5일권,2,0
1962,2024-04-09 19:00:00,1호선,종로5가,3일권,2,0
1963,2024-04-09 19:00:00,2호선,용두(동대문구청),3일권,0,2
1964,2024-04-09 19:00:00,3호선,대치,1일권,3,3
1965,2024-04-09 19:00:00,4호선,동대문역사문화공원(DDP),5일권,1,0
1966,2024-04-09 19:00:00,4호선,서울역,3일권,0,0
1967,2024-04-09 20:00:00,2호선,강남,1일권,1,1
1968,2024-04-09 20:00:00,2호선,신촌,5일권,0,2
1969,2024-04-09 20:00:00,2호선,용두(동대문구청),3일권,2,0
1970,2024-04-09 20:00:00,3호선,대치,1일권,1,1
1971,2024-04-09 21:00:00,2호선,삼성(무역센터),3일권,0,2
1972,2024-04-09 21:00:00,4호선,서울역,3일권,0,1
1973,2024-04-09 21:00:00,6호선,이태원,5일권,1,1
1974,2024-04-09 22:00:00,2호선,시청,3일권,1,0
1975,2024-04-09 22:00:00,2호선,강남,1일권,0,3
1976,2024-04-09 22:00:00,3호선,대치,1일권,2,0
1977,2024-04-09 23:00:00,6호선,이태원,3일권,1,1
1978,2024-04-09 23:00:00,6호선,이태원,5일권,1,0
1979,2024-04-10 07:00:00,2호선,을지로입구,5일권,1,0
1980,2024-04-10 07:00:00,2호선,홍대입구,5일권,0,1
1981,2024-04-10 09:00:00,2호선,합정,5일권,1,0
1982,2024-04-10 10:00:00,1호선,시청,3일권,2,1
1983,2024-04-10 10:00:00,1호선,시청,5일권,4,2
1984,2024-04-10 10:00:00,2호선,을지로입구,5일권,0,1
1985,2024-04-10 10:00:00,2호선,선릉,3일권,2,0
1986,2024-04-10 10:00:00,3호선,경복궁(정부서울청사),3일권,0,1
1987,2024-04-10 11:00:00,1호선,동대문,5일권,0,2
1988,2024-04-10 11:00:00,2호선,을지로입구,5일권,0,2
1989,2024-04-10 11:00:00,2호선,신당,3일권,0,2
1990,2024-04-10 11:00:00,2호선,신촌,5일권,2,0
1991,2024-04-10 11:00:00,3호선,경복궁(정부서울청사),3일권,1,0
1992,2024-04-10 12:00:00,2호선,시청,5일권,1,0
1993,2024-04-10 12:00:00,2호선,동대문역사문화공원(DDP),3일권,2,1
1994,2024-04-10 12:00:00,2호선,홍대입구,3일권,0,2
1995,2024-04-10 12:00:00,2호선,홍대입구,7일권,0,2
1996,2024-04-10 12:00:00,2호선,아현,5일권,0,1
1997,2024-04-10 13:00:00,2호선,합정,7일권,0,1
1998,2024-04-10 13:00:00,2호선,홍대입구,7일권,3,2
1999,2024-04-10 14:00:00,2호선,을지로입구,5일권,2,0
2000,2024-04-10 14:00:00,3호선,안국,3일권,0,1
2001,2024-04-10 14:00:00,4호선,동대문역사문화공원(DDP),3일권,1,0
2002,2024-04-10 15:00:00,1호선,시청,3일권,0,1
2003,2024-04-10 15:00:00,2호선,을지로입구,5일권,0,1
2004,2024-04-10 15:00:00,2호선,삼성(무역센터),3일권,0,2
2005,2024-04-10 15:00:00,2호선,합정,3일권,2,0
2006,2024-04-10 15:00:00,2호선,아현,5일권,1,0
2007,2024-04-10 15:00:00,3호선,안국,3일권,1,0
2008,2024-04-10 15:00:00,3호선,종로3가,5일권,0,2
2009,2024-04-10 16:00:00,1호선,종로5가,5일권,2,0
2010,2024-04-10 17:00:00,1호선,종로3가,5일권,2,0
2011,2024-04-10 17:00:00,2호선,을지로입구,5일권,0,2
2012,2024-04-10 17:00:00,2호선,신촌,5일권,0,2
2013,2024-04-10 18:00:00,2호선,잠실(송파구청),3일권,0,2
2014,2024-04-10 18:00:00,2호선,삼성(무역센터),3일권,2,0
2015,2024-04-10 19:00:00,1호선,시청,3일권,1,0
2016,2024-04-10 19:00:00,2호선,잠실(송파구청),3일권,2,0
2017,2024-04-10 19:00:00,2호선,삼성(무역센터),3일권,0,2
2018,2024-04-10 20:00:00,4호선,명동,3일권,0,1
2019,2024-04-10 22:00:00,2호선,시청,3일권,0,1
2020,2024-04-10 22:00:00,4호선,명동,3일권,1,0
2021,2024-04-11 06:00:00,1호선,시청,3일권,1,0
2022,2024-04-11 06:00:00,4호선,명동,3일권,0,1
2023,2024-04-11 09:00:00,2호선,을지로입구,5일권,1,0
2024,2024-04-11 09:00:00,3호선,경복궁(정부서울청사),5일권,0,1
2025,2024-04-11 09:00:00,4호선,서울역,5일권,2,0
2026,2024-04-11 10:00:00,1호선,서울역,5일권,2,0
2027,2024-04-11 10:00:00,1호선,시청,5일권,0,2
2028,2024-04-11 10:00:00,2호선,을지로입구,5일권,2,0
2029,2024-04-11 10:00:00,3호선,경복궁(정부서울청사),5일권,0,2
2030,2024-04-11 10:00:00,4호선,명동,7일권,0,2
2031,2024-04-11 10:00:00,4호선,서울역,7일권,2,0
2032,2024-04-11 10:00:00,5호선,영등포시장,5일권,0,2
2033,2024-04-11 11:00:00,2호선,시청,5일권,2,0
2034,2024-04-11 11:00:00,3호선,경복궁(정부서울청사),7일권,0,2
2035,2024-04-11 11:00:00,3호선,안국,7일권,2,0
2036,2024-04-11 11:00:00,4호선,서울역,7일권,4,0
2037,2024-04-11 12:00:00,2호선,잠실(송파구청),7일권,0,4
2038,2024-04-11 12:00:00,2호선,홍대입구,5일권,0,2
2039,2024-04-11 12:00:00,2호선,신촌,5일권,2,0
2040,2024-04-11 12:00:00,6호선,한강진,5일권,0,2
2041,2024-04-11 13:00:00,1호선,서울역,5일권,2,2
2042,2024-04-11 14:00:00,1호선,청량리(서울시립대입구),5일권,0,1
2043,2024-04-11 14:00:00,4호선,서울역,3일권,2,0
2044,2024-04-11 14:00:00,5호선,광화문(세종문화회관),5일권,1,0
2045,2024-04-11 14:00:00,5호선,종로3가,5일권,0,1
2046,2024-04-11 15:00:00,1호선,서울역,1일권,2,0
2047,2024-04-11 15:00:00,1호선,종로3가,5일권,0,2
2048,2024-04-11 15:00:00,1호선,종로5가,5일권,1,0
2049,2024-04-11 15:00:00,1호선,청량리(서울시립대입구),5일권,2,1
2050,2024-04-11 15:00:00,2호선,시청,3일권,0,1
2051,2024-04-11 15:00:00,2호선,을지로입구,1일권,0,2
2052,2024-04-11 15:00:00,2호선,선릉,3일권,2,0
2053,2024-04-11 15:00:00,4호선,혜화,3일권,0,2
2054,2024-04-11 15:00:00,4호선,명동,3일권,1,0
2055,2024-04-11 15:00:00,4호선,서울역,5일권,3,0
2056,2024-04-11 16:00:00,1호선,종로5가,5일권,0,0
2057,2024-04-11 16:00:00,2호선,잠실(송파구청),7일권,8,4
2058,2024-04-11 16:00:00,2호선,삼성(무역센터),7일권,0,4
2059,2024-04-11 16:00:00,4호선,동작(현충원),5일권,3,3
2060,2024-04-11 17:00:00,2호선,을지로입구,1일권,2,0
2061,2024-04-11 17:00:00,2호선,을지로3가,5일권,2,0
2062,2024-04-11 17:00:00,2호선,삼성(무역센터),5일권,2,0
2063,2024-04-11 17:00:00,2호선,신촌,5일권,0,2
2064,2024-04-11 17:00:00,4호선,명동,5일권,1,0
2065,2024-04-11 17:00:00,4호선,숙대입구(갈월),5일권,0,1
2066,2024-04-11 17:00:00,5호선,종로3가,5일권,3,1
2067,2024-04-11 18:00:00,2호선,홍대입구,1일권,0,2
2068,2024-04-11 18:00:00,3호선,압구정,5일권,2,0
2069,2024-04-11 18:00:00,5호선,광화문(세종문화회관),5일권,0,2
2070,2024-04-11 18:00:00,6호선,이태원,5일권,2,0
2071,2024-04-11 19:00:00,1호선,시청,3일권,1,0
2072,2024-04-11 19:00:00,2호선,을지로입구,5일권,0,2
2073,2024-04-11 19:00:00,2호선,동대문역사문화공원(DDP),5일권,0,2
2074,2024-04-11 19:00:00,2호선,홍대입구,1일권,2,0
2075,2024-04-11 20:00:00,1호선,시청,3일권,0,0
2076,2024-04-11 20:00:00,1호선,동대문,5일권,2,0
2077,2024-04-11 20:00:00,2호선,을지로입구,1일권,0,2
2078,2024-04-11 20:00:00,2호선,잠실새내,7일권,1,4
2079,2024-04-11 20:00:00,2호선,삼성(무역센터),7일권,4,0
2080,2024-04-11 20:00:00,4호선,동대문역사문화공원(DDP),5일권,0,2
2081,2024-04-11 20:00:00,5호선,광화문(세종문화회관),5일권,2,0
2082,2024-04-11 22:00:00,4호선,동대문,5일권,2,0
2083,2024-04-11 23:00:00,2호선,을지로4가,7일권,0,4
2084,2024-04-11 23:00:00,2호선,잠실새내,7일권,4,0
2085,2024-04-12 07:00:00,1호선,청량리(서울시립대입구),5일권,2,0
2086,2024-04-12 08:00:00,3호선,경복궁(정부서울청사),5일권,0,2
2087,2024-04-12 08:00:00,3호선,안국,5일권,2,2
2088,2024-04-12 09:00:00,1호선,종각,5일권,0,0
2089,2024-04-12 09:00:00,2호선,을지로4가,7일권,8,4
2090,2024-04-12 09:00:00,2호선,신촌,5일권,2,0
2091,2024-04-12 09:00:00,3호선,경복궁(정부서울청사),7일권,0,4
2092,2024-04-12 09:00:00,4호선,충무로,7일권,2,0
2093,2024-04-12 10:00:00,1호선,서울역,5일권,1,0
2094,2024-04-12 10:00:00,1호선,종각,5일권,0,2
2095,2024-04-12 10:00:00,1호선,제기동,5일권,0,1
2096,2024-04-12 10:00:00,2호선,을지로입구,5일권,2,0
2097,2024-04-12 10:00:00,2호선,뚝섬,5일권,0,2
2098,2024-04-12 10:00:00,2호선,삼성(무역센터),7일권,0,2
2099,2024-04-12 10:00:00,3호선,종로3가,5일권,3,0
2100,2024-04-12 10:00:00,3호선,양재(서초구청),5일권,0,3
2101,2024-04-12 10:00:00,4호선,혜화,7일권,2,0
2102,2024-04-12 11:00:00,1호선,종로3가,5일권,0,2
2103,2024-04-12 11:00:00,1호선,신설동,5일권,0,0
2104,2024-04-12 11:00:00,4호선,혜화,7일권,0,0
2105,2024-04-12 12:00:00,1호선,신설동,5일권,1,1
2106,2024-04-12 12:00:00,2호선,삼성(무역센터),7일권,2,0
2107,2024-04-12 12:00:00,2호선,강남,3일권,0,2
2108,2024-04-12 12:00:00,4호선,서울역,3일권,2,0
2109,2024-04-12 12:00:00,4호선,총신대입구(이수),7일권,0,0
2110,2024-04-12 13:00:00,1호선,서울역,5일권,0,1
2111,2024-04-12 13:00:00,1호선,종로5가,5일권,1,0
2112,2024-04-12 13:00:00,2호선,뚝섬,5일권,2,0
2113,2024-04-12 13:00:00,3호선,경복궁(정부서울청사),7일권,0,2
2114,2024-04-12 13:00:00,4호선,총신대입구(이수),7일권,2,2
2115,2024-04-12 13:00:00,7호선,논현,7일권,0,2
2116,2024-04-12 14:00:00,2호선,동대문역사문화공원(DDP),5일권,0,2
2117,2024-04-12 14:00:00,3호선,경복궁(정부서울청사),5일권,2,0
2118,2024-04-12 15:00:00,3호선,경복궁(정부서울청사),7일권,2,0
2119,2024-04-12 15:00:00,3호선,종로3가,5일권,2,0
2120,2024-04-12 15:00:00,4호선,충무로,7일권,0,2
2121,2024-04-12 15:00:00,6호선,대흥(서강대앞),5일권,0,1
2122,2024-04-12 15:00:00,6호선,효창공원앞,5일권,1,0
2123,2024-04-12 15:00:00,7호선,학동,3일권,2,0
2124,2024-04-12 16:00:00,2호선,을지로3가,7일권,0,4
2125,2024-04-12 16:00:00,3호선,경복궁(정부서울청사),7일권,4,0
2126,2024-04-12 16:00:00,4호선,숙대입구(갈월),5일권,0,0
2127,2024-04-12 17:00:00,1호선,종로3가,5일권,2,0
2128,2024-04-12 17:00:00,1호선,동대문,5일권,2,0
2129,2024-04-12 17:00:00,4호선,충무로,5일권,0,2
2130,2024-04-12 17:00:00,4호선,명동,5일권,0,2
2131,2024-04-12 17:00:00,4호선,숙대입구(갈월),5일권,0,1
2132,2024-04-12 17:00:00,5호선,여의나루,3일권,2,0
2133,2024-04-12 17:00:00,6호선,합정,5일권,2,0
2134,2024-04-12 17:00:00,6호선,이태원,5일권,0,2
2135,2024-04-12 18:00:00,1호선,종로5가,7일권,3,0
2136,2024-04-12 18:00:00,4호선,숙대입구(갈월),5일권,0,1
2137,2024-04-12 18:00:00,6호선,상수,3일권,0,2
2138,2024-04-12 19:00:00,6호선,녹사평(용산구청),5일권,2,0
2139,2024-04-12 20:00:00,2호선,시청,3일권,0,2
2140,2024-04-12 20:00:00,2호선,을지로입구,5일권,0,2
2141,2024-04-12 20:00:00,4호선,충무로,5일권,2,0
2142,2024-04-12 20:00:00,4호선,명동,5일권,2,0
2143,2024-04-12 20:00:00,6호선,한강진,3일권,2,0
2144,2024-04-12 20:00:00,6호선,동묘앞,3일권,0,2
2145,2024-04-12 21:00:00,1호선,서울역,5일권,2,0
2146,2024-04-12 21:00:00,4호선,명동,5일권,0,2
2147,2024-04-12 21:00:00,4호선,숙대입구(갈월),5일권,0,2
2148,2024-04-12 22:00:00,1호선,청량리(서울시립대입구),5일권,0,2
2149,2024-04-12 22:00:00,4호선,명동,5일권,2,0
2150,2024-04-13 00:00:00,1호선,청량리(서울시립대입구),5일권,1,2
2151,2024-04-13 08:00:00,1호선,청량리(서울시립대입구),5일권,2,0
2152,2024-04-13 08:00:00,3호선,경복궁(정부서울청사),1일권,0,2
2153,2024-04-13 08:00:00,4호선,동대문역사문화공원(DDP),1일권,2,0
2154,2024-04-13 09:00:00,2호선,뚝섬,5일권,2,2
2155,2024-04-13 09:00:00,4호선,숙대입구(갈월),5일권,2,0
2156,2024-04-13 10:00:00,2호선,을지로입구,5일권,2,0
2157,2024-04-13 10:00:00,2호선,뚝섬,5일권,0,0
2158,2024-04-13 10:00:00,2호선,잠실(송파구청),5일권,0,2
2159,2024-04-13 10:00:00,2호선,홍대입구,5일권,0,2
2160,2024-04-13 10:00:00,4호선,충무로,7일권,2,0
2161,2024-04-13 10:00:00,4호선,이촌(국립중앙박물관),7일권,0,2
2162,2024-04-13 11:00:00,5호선,영등포시장,5일권,2,0
2163,2024-04-13 12:00:00,2호선,을지로입구,5일권,0,2
2164,2024-04-13 12:00:00,2호선,잠실(송파구청),5일권,4,2
2165,2024-04-13 12:00:00,2호선,홍대입구,5일권,2,0
2166,2024-04-13 12:00:00,4호선,동대문,3일권,0,2
2167,2024-04-13 12:00:00,4호선,회현(남대문시장),3일권,2,0
2168,2024-04-13 13:00:00,2호선,성수,5일권,0,2
2169,2024-04-13 13:00:00,2호선,잠실(송파구청),7일권,2,0
2170,2024-04-13 13:00:00,2호선,삼성(무역센터),5일권,2,0
2171,2024-04-13 14:00:00,2호선,을지로입구,7일권,0,2
2172,2024-04-13 14:00:00,2호선,잠실(송파구청),5일권,0,2
2173,2024-04-13 14:00:00,3호선,경복궁(정부서울청사),1일권,2,0
2174,2024-04-13 14:00:00,3호선,종로3가,3일권,0,2
2175,2024-04-13 14:00:00,4호선,동대문,3일권,1,0
2176,2024-04-13 14:00:00,4호선,동대문역사문화공원(DDP),3일권,2,0
2177,2024-04-13 14:00:00,4호선,충무로,7일권,0,2
2178,2024-04-13 14:00:00,4호선,명동,3일권,0,1
2179,2024-04-13 14:00:00,4호선,이촌(국립중앙박물관),7일권,2,0
2180,2024-04-13 15:00:00,3호선,안국,1일권,0,2
2181,2024-04-13 15:00:00,4호선,숙대입구(갈월),5일권,0,0
2182,2024-04-13 15:00:00,5호선,종로3가,3일권,2,0
2183,2024-04-13 16:00:00,2호선,시청,5일권,2,0
2184,2024-04-13 16:00:00,4호선,명동,7일권,4,0
2185,2024-04-13 16:00:00,5호선,여의나루,3일권,0,2
2186,2024-04-13 16:00:00,6호선,삼각지,7일권,0,4
2187,2024-04-13 17:00:00,1호선,종각,1일권,2,0
2188,2024-04-13 17:00:00,2호선,잠실(송파구청),5일권,2,2
2189,2024-04-13 17:00:00,4호선,숙대입구(갈월),5일권,0,1
2190,2024-04-13 17:00:00,5호선,여의나루,5일권,0,2
2191,2024-04-13 17:00:00,8호선,강동구청,5일권,1,0
2192,2024-04-13 18:00:00,2호선,동대문역사문화공원(DDP),1일권,0,2
2193,2024-04-13 18:00:00,2호선,삼성(무역센터),5일권,2,0
2194,2024-04-13 18:00:00,4호선,동대문,7일권,0,2
2195,2024-04-13 18:00:00,4호선,충무로,7일권,2,0
2196,2024-04-13 18:00:00,4호선,숙대입구(갈월),5일권,0,1
2197,2024-04-13 18:00:00,4호선,이촌(국립중앙박물관),7일권,0,4
2198,2024-04-13 18:00:00,5호선,여의나루,3일권,2,0
2199,2024-04-13 18:00:00,5호선,종로3가,3일권,0,2
2200,2024-04-13 18:00:00,6호선,삼각지,7일권,4,0
2201,2024-04-13 19:00:00,3호선,안국,3일권,2,0
2202,2024-04-13 19:00:00,4호선,동대문,7일권,2,0
2203,2024-04-13 19:00:00,4호선,충무로,7일권,0,2
2204,2024-04-13 20:00:00,4호선,충무로,3일권,0,2
