연번,업무일자,시간대,호선,역명,교통카드구분,사용자구분,사용일수구분,승차건수,하차건수
2258,2024-04-15,12,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,1일권,0,2
2259,2024-04-15,12,4호선,충무로,고급형선불카드,일반,7일권,0,1
2260,2024-04-15,12,4호선,서울역,고급형선불카드,일반,2일권,1,0
2261,2024-04-15,12,4호선,이촌(국립중앙박물관),고급형선불카드,일반,7일권,2,0
2262,2024-04-15,13,1호선,동대문,고급형선불카드,일반,5일권,0,2
2263,2024-04-15,13,1호선,제기동,고급형선불카드,일반,5일권,2,0
2264,2024-04-15,13,2호선,합정,고급형선불카드,일반,7일권,0,1
2265,2024-04-15,13,3호선,약수,고급형선불카드,일반,2일권,1,1
2266,2024-04-15,13,4호선,충무로,고급형선불카드,일반,5일권,3,0
2267,2024-04-15,13,4호선,명동,고급형선불카드,일반,5일권,0,2
2268,2024-04-15,13,4호선,이촌(국립중앙박물관),고급형선불카드,일반,5일권,2,2
2270,2024-04-15,13,5호선,영등포시장,고급형선불카드,일반,5일권,2,0
2271,2024-04-15,13,5호선,여의도,고급형선불카드,일반,7일권,1,0
2272,2024-04-15,13,5호선,광화문(세종문화회관),고급형선불카드,일반,5일권,0,2
2274,2024-04-15,14,2호선,을지로입구,고급형선불카드,일반,1일권,0,2
2275,2024-04-15,14,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,1일권,2,0
2276,2024-04-15,14,3호선,안국,고급형선불카드,일반,7일권,2,0
2277,2024-04-15,14,4호선,충무로,고급형선불카드,일반,7일권,0,2
2278,2024-04-15,14,4호선,명동,고급형선불카드,일반,5일권,0,2
2279,2024-04-15,14,4호선,이촌(국립중앙박물관),고급형선불카드,일반,5일권,0,1
2280,2024-04-15,15,1호선,종로3가,고급형선불카드,일반,2일권,0,1
2281,2024-04-15,15,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,5일권,1,0
2282,2024-04-15,15,4호선,명동,고급형선불카드,일반,5일권,0,1
2283,2024-04-15,16,1호선,종로3가,고급형선불카드,일반,2일권,1,0
2284,2024-04-15,16,1호선,종로5가,고급형선불카드,일반,5일권,2,0
2285,2024-04-15,16,2호선,을지로입구,고급형선불카드,일반,1일권,4,2
2286,2024-04-15,16,2호선,을지로입구,고급형선불카드,일반,5일권,2,0
2287,2024-04-15,16,3호선,경복궁(정부서울청사),고급형선불카드,일반,5일권,0,2
2288,2024-04-15,16,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,1일권,0,2
2289,2024-04-15,16,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,5일권,1,0
2290,2024-04-15,16,4호선,숙대입구(갈월),고급형선불카드,일반,5일권,0,1
2291,2024-04-15,16,4호선,총신대입구(이수),고급형선불카드,일반,5일권,0,2
2292,2024-04-15,17,1호선,청량리(서울시립대입구),고급형선불카드,일반,5일권,0,2
2293,2024-04-15,17,2호선,을지로입구,고급형선불카드,일반,7일권,2,0
2294,2024-04-15,17,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,0,2
2295,2024-04-15,17,2호선,홍대입구,고급형선불카드,일반,7일권,1,0
2296,2024-04-15,17,3호선,경복궁(정부서울청사),고급형선불카드,일반,5일권,2,0
2297,2024-04-15,17,3호선,남부터미널(예술의전당),고급형선불카드,일반,5일권,0,3
2298,2024-04-15,17,4호선,명동,고급형선불카드,일반,3일권,0,1
2299,2024-04-15,17,4호선,명동,고급형선불카드,일반,7일권,0,5
2300,2024-04-15,17,4호선,회현(남대문시장),고급형선불카드,일반,5일권,1,0
2301,2024-04-15,17,4호선,서울역,고급형선불카드,일반,3일권,1,0
2302,2024-04-15,17,4호선,서울역,고급형선불카드,일반,7일권,4,0
2303,2024-04-15,17,4호선,숙대입구(갈월),고급형선불카드,일반,5일권,0,1
2304,2024-04-15,17,4호선,이촌(국립중앙박물관),고급형선불카드,일반,5일권,3,0
2305,2024-04-15,18,1호선,종각,고급형선불카드,일반,7일권,0,2
2306,2024-04-15,18,2호선,을지로입구,고급형선불카드,일반,3일권,1,0
2307,2024-04-15,18,2호선,을지로입구,고급형선불카드,일반,7일권,4,0
2308,2024-04-15,18,4호선,동대문,고급형선불카드,일반,7일권,2,0
2309,2024-04-15,18,4호선,삼각지,고급형선불카드,일반,5일권,0,2
2310,2024-04-15,18,4호선,총신대입구(이수),고급형선불카드,일반,5일권,2,0
2311,2024-04-15,19,1호선,종각,고급형선불카드,일반,7일권,2,0
2312,2024-04-15,19,2호선,신촌,고급형선불카드,일반,7일권,0,4
2313,2024-04-15,19,4호선,명동,고급형선불카드,일반,7일권,0,2
2314,2024-04-15,20,1호선,청량리(서울시립대입구),고급형선불카드,일반,5일권,2,0
2315,2024-04-15,20,2호선,홍대입구,고급형선불카드,일반,5일권,0,2
2316,2024-04-15,20,3호선,남부터미널(예술의전당),고급형선불카드,일반,5일권,4,1
2317,2024-04-15,20,4호선,동대문,고급형선불카드,일반,1일권,2,0
2318,2024-04-15,20,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,1일권,0,2
2319,2024-04-15,20,6호선,녹사평(용산구청),고급형선불카드,일반,5일권,2,0
2320,2024-04-15,21,1호선,서울역,고급형선불카드,일반,5일권,0,2
2321,2024-04-15,21,2호선,을지로입구,고급형선불카드,일반,5일권,2,0
2322,2024-04-15,21,3호선,을지로3가,고급형선불카드,일반,5일권,0,3
2323,2024-04-15,21,4호선,명동,고급형선불카드,일반,5일권,0,2
2324,2024-04-16,8,4호선,명동,고급형선불카드,일반,7일권,2,0
2325,2024-04-16,8,4호선,삼각지,고급형선불카드,일반,7일권,0,2
2326,2024-04-16,10,4호선,충무로,고급형선불카드,일반,5일권,0,2
2327,2024-04-16,10,4호선,명동,고급형선불카드,일반,5일권,2,0
2328,2024-04-16,10,4호선,이촌(국립중앙박물관),고급형선불카드,일반,7일권,0,2
2329,2024-04-16,10,6호선,삼각지,고급형선불카드,일반,7일권,2,0
2332,2024-04-16,11,2호선,신당,고급형선불카드,일반,1일권,2,0
2333,2024-04-16,11,2호선,잠실(송파구청),고급형선불카드,일반,1일권,0,2
2334,2024-04-16,11,7호선,이수,고급형선불카드,일반,2일권,1,1
2335,2024-04-16,12,1호선,종로3가,고급형선불카드,일반,2일권,0,1
2337,2024-04-16,12,4호선,이촌(국립중앙박물관),고급형선불카드,일반,7일권,2,0
2338,2024-04-16,13,1호선,종로3가,고급형선불카드,일반,2일권,1,0
2339,2024-04-16,13,2호선,을지로4가,고급형선불카드,일반,7일권,4,0
2340,2024-04-16,13,2호선,잠실(송파구청),고급형선불카드,일반,1일권,2,0
2341,2024-04-16,13,2호선,홍대입구,고급형선불카드,일반,1일권,0,2
2342,2024-04-16,13,2호선,이대,고급형선불카드,일반,7일권,2,2
2343,2024-04-16,14,2호선,을지로입구,고급형선불카드,일반,1일권,0,2
2344,2024-04-16,14,2호선,을지로4가,고급형선불카드,일반,7일권,0,2
2345,2024-04-16,14,4호선,충무로,고급형선불카드,일반,7일권,0,2
2346,2024-04-16,14,4호선,서울역,고급형선불카드,일반,3일권,2,0
2347,2024-04-16,14,4호선,서울역,고급형선불카드,일반,7일권,2,0
2348,2024-04-16,14,5호선,공덕,고급형선불카드,일반,2일권,1,1
2349,2024-04-16,14,7호선,강남구청,고급형선불카드,일반,7일권,4,0
2350,2024-04-16,15,2호선,을지로4가,고급형선불카드,일반,7일권,2,0
2351,2024-04-16,15,4호선,노원,고급형선불카드,일반,2일권,1,0
2352,2024-04-16,15,6호선,망원,고급형선불카드,일반,3일권,0,2
2353,2024-04-16,15,7호선,노원,고급형선불카드,일반,2일권,0,1
2354,2024-04-16,15,7호선,가산디지털단지,고급형선불카드,일반,7일권,0,4
2355,2024-04-16,16,2호선,뚝섬,고급형선불카드,일반,7일권,0,2
2356,2024-04-16,16,2호선,홍대입구,고급형선불카드,일반,1일권,2,0
2357,2024-04-16,16,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,1일권,8,0
2358,2024-04-16,16,4호선,명동,고급형선불카드,일반,1일권,0,8
2361,2024-04-16,17,2호선,뚝섬,고급형선불카드,일반,7일권,2,0
2362,2024-04-16,17,6호선,월드컵경기장(성산),고급형선불카드,일반,3일권,0,1
2363,2024-04-16,17,6호선,월드컵경기장(성산),고급형선불카드,일반,7일권,0,3
2364,2024-04-16,18,3호선,경복궁(정부서울청사),고급형선불카드,일반,7일권,0,4
2365,2024-04-16,18,4호선,명동,고급형선불카드,일반,7일권,0,2
2366,2024-04-16,18,6호선,월드컵경기장(성산),고급형선불카드,일반,7일권,4,0
2367,2024-04-16,19,7호선,가산디지털단지,고급형선불카드,일반,7일권,4,0
2368,2024-04-16,20,1호선,종로5가,고급형선불카드,일반,7일권,0,2
2369,2024-04-16,20,4호선,충무로,고급형선불카드,일반,7일권,2,0
2370,2024-04-16,20,4호선,명동,고급형선불카드,일반,7일권,0,2
2372,2024-04-16,21,4호선,동대문,고급형선불카드,일반,3일권,0,2
2373,2024-04-16,21,6호선,망원,고급형선불카드,일반,3일권,2,0
2374,2024-04-16,22,2호선,을지로4가,고급형선불카드,일반,7일권,0,2
2375,2024-04-16,22,2호선,삼성(무역센터),고급형선불카드,일반,7일권,2,0
2376,2024-04-16,22,3호선,동대입구,고급형선불카드,일반,5일권,2,0
2377,2024-04-16,23,1호선,동대문,고급형선불카드,일반,3일권,2,0
2378,2024-04-16,23,4호선,충무로,고급형선불카드,일반,7일권,0,2
2379,2024-04-16,23,4호선,명동,고급형선불카드,일반,5일권,0,2
2380,2024-04-16,23,4호선,명동,고급형선불카드,일반,7일권,2,0
2381,2024-04-16,23,6호선,망원,고급형선불카드,일반,3일권,0,2
2382,2024-04-17,8,2호선,을지로4가,고급형선불카드,일반,7일권,1,1
2383,2024-04-17,9,1호선,종로3가,고급형선불카드,일반,7일권,0,2
2384,2024-04-17,9,2호선,을지로4가,고급형선불카드,일반,7일권,1,0
2385,2024-04-17,9,4호선,충무로,고급형선불카드,일반,7일권,2,0
2386,2024-04-17,10,4호선,충무로,고급형선불카드,일반,7일권,2,0
2389,2024-04-17,10,5호선,여의나루,고급형선불카드,일반,7일권,0,2
2390,2024-04-17,11,3호선,안국,고급형선불카드,일반,5일권,0,2
2391,2024-04-17,11,4호선,명동,고급형선불카드,일반,3일권,0,1
2392,2024-04-17,11,4호선,명동,고급형선불카드,일반,5일권,2,0
2393,2024-04-17,11,4호선,명동,고급형선불카드,일반,7일권,0,4
2394,2024-04-17,11,5호선,공덕,고급형선불카드,일반,3일권,1,0
2395,2024-04-17,11,5호선,광화문(세종문화회관),고급형선불카드,일반,3일권,0,2
2396,2024-04-17,11,6호선,망원,고급형선불카드,일반,3일권,2,0
2397,2024-04-17,11,6호선,공덕,고급형선불카드,일반,3일권,0,2
2398,2024-04-17,12,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,5일권,0,1
2399,2024-04-17,12,4호선,서울역,고급형선불카드,일반,5일권,1,0
2400,2024-04-17,12,4호선,서울역,고급형선불카드,일반,7일권,2,0
2402,2024-04-17,14,1호선,종로5가,고급형선불카드,일반,5일권,1,0
2403,2024-04-17,15,1호선,서울역,고급형선불카드,일반,1일권,1,0
2404,2024-04-17,15,1호선,시청,고급형선불카드,일반,5일권,0,1
2405,2024-04-17,15,5호선,여의나루,고급형선불카드,일반,7일권,2,0
2407,2024-04-17,16,1호선,시청,고급형선불카드,일반,3일권,2,0
2408,2024-04-17,16,2호선,시청,고급형선불카드,일반,7일권,1,0
2409,2024-04-17,16,2호선,홍대입구,고급형선불카드,일반,7일권,0,1
2410,2024-04-17,16,3호선,안국,고급형선불카드,일반,3일권,0,2
2411,2024-04-17,16,4호선,충무로,고급형선불카드,일반,7일권,0,2
2412,2024-04-17,16,4호선,명동,고급형선불카드,일반,7일권,2,0
2413,2024-04-17,16,4호선,서울역,고급형선불카드,일반,7일권,0,2
2414,2024-04-17,17,2호선,성수,고급형선불카드,일반,5일권,0,2
2415,2024-04-17,17,3호선,안국,고급형선불카드,일반,5일권,3,1
2416,2024-04-17,17,4호선,충무로,고급형선불카드,일반,7일권,1,0
2417,2024-04-17,17,4호선,명동,고급형선불카드,일반,7일권,0,2
2418,2024-04-17,17,4호선,서울역,고급형선불카드,일반,7일권,2,0
2419,2024-04-17,17,4호선,사당,고급형선불카드,일반,7일권,0,2
2420,2024-04-17,17,6호선,이태원,고급형선불카드,일반,1일권,0,1
2421,2024-04-17,18,2호선,사당,고급형선불카드,일반,7일권,2,0
2422,2024-04-17,18,3호선,경복궁(정부서울청사),고급형선불카드,일반,7일권,2,0
2423,2024-04-17,18,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,3일권,1,0
2424,2024-04-17,18,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,3,0
2425,2024-04-17,18,4호선,충무로,고급형선불카드,일반,7일권,0,2
2426,2024-04-17,18,6호선,이태원,고급형선불카드,일반,1일권,1,0
2427,2024-04-17,19,1호선,종로3가,고급형선불카드,일반,3일권,2,0
2428,2024-04-17,19,2호선,삼성(무역센터),고급형선불카드,일반,7일권,1,0
2430,2024-04-17,19,4호선,충무로,고급형선불카드,일반,7일권,0,1
2431,2024-04-17,19,4호선,명동,고급형선불카드,일반,1일권,1,1
2432,2024-04-17,19,4호선,명동,고급형선불카드,일반,7일권,1,0
2433,2024-04-17,19,4호선,숙대입구(갈월),고급형선불카드,일반,1일권,1,1
2434,2024-04-17,19,6호선,망원,고급형선불카드,일반,3일권,0,2
2436,2024-04-17,20,2호선,성수,고급형선불카드,일반,5일권,2,0
2437,2024-04-17,20,2호선,홍대입구,고급형선불카드,일반,3일권,0,2
2438,2024-04-17,20,4호선,충무로,고급형선불카드,일반,7일권,2,1
2439,2024-04-17,20,4호선,명동,고급형선불카드,일반,5일권,0,2
2440,2024-04-17,20,4호선,명동,고급형선불카드,일반,7일권,0,2
2441,2024-04-17,20,6호선,망원,고급형선불카드,일반,3일권,2,0
2442,2024-04-17,20,6호선,이태원,고급형선불카드,일반,7일권,0,2
2443,2024-04-17,21,2호선,시청,고급형선불카드,일반,5일권,1,0
2444,2024-04-17,21,2호선,구로디지털단지,고급형선불카드,일반,5일권,0,1
2445,2024-04-17,21,6호선,이태원,고급형선불카드,일반,7일권,2,0
2446,2024-04-17,22,2호선,홍대입구,고급형선불카드,일반,3일권,2,0
2448,2024-04-17,23,3호선,종로3가,고급형선불카드,일반,7일권,0,1
2449,2024-04-17,23,4호선,충무로,고급형선불카드,일반,7일권,0,1
2450,2024-04-17,23,4호선,명동,고급형선불카드,일반,7일권,2,0
2451,2024-04-17,23,6호선,망원,고급형선불카드,일반,3일권,0,2
2452,2024-04-18,8,2호선,구로디지털단지,고급형선불카드,일반,5일권,1,0
2453,2024-04-18,9,1호선,종로3가,고급형선불카드,일반,7일권,0,2
2454,2024-04-18,9,4호선,충무로,고급형선불카드,일반,7일권,2,0
2455,2024-04-18,9,4호선,명동,고급형선불카드,일반,5일권,2,0
2456,2024-04-18,9,4호선,서울역,고급형선불카드,일반,1일권,1,0
2457,2024-04-18,9,5호선,광화문(세종문화회관),고급형선불카드,일반,5일권,0,1
2458,2024-04-18,10,2호선,잠실(송파구청),고급형선불카드,일반,5일권,0,2
2459,2024-04-18,10,3호선,경복궁(정부서울청사),고급형선불카드,일반,7일권,0,2
2460,2024-04-18,10,3호선,안국,고급형선불카드,일반,7일권,2,0
2461,2024-04-18,10,4호선,동대문,고급형선불카드,일반,1일권,0,1
2462,2024-04-18,10,4호선,명동,고급형선불카드,일반,7일권,2,0
2463,2024-04-18,10,4호선,서울역,고급형선불카드,일반,7일권,0,2
2465,2024-04-18,12,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,1일권,1,0
2466,2024-04-18,12,2호선,사당,고급형선불카드,일반,7일권,0,2
2467,2024-04-18,13,2호선,잠실(송파구청),고급형선불카드,일반,1일권,0,1
2468,2024-04-18,13,2호선,삼성(무역센터),고급형선불카드,일반,7일권,0,2
2469,2024-04-18,13,2호선,사당,고급형선불카드,일반,7일권,2,0
2470,2024-04-18,13,3호선,경복궁(정부서울청사),고급형선불카드,일반,7일권,2,0
2472,2024-04-18,14,4호선,충무로,고급형선불카드,일반,7일권,0,2
2473,2024-04-18,14,4호선,서울역,고급형선불카드,일반,5일권,0,5
2474,2024-04-18,14,6호선,망원,고급형선불카드,일반,3일권,2,0
2475,2024-04-18,15,1호선,종로5가,고급형선불카드,일반,3일권,0,2
2476,2024-04-18,15,2호선,잠실(송파구청),고급형선불카드,일반,1일권,2,1
2477,2024-04-18,15,2호선,삼성(무역센터),고급형선불카드,일반,1일권,0,1
2478,2024-04-18,16,2호선,삼성(무역센터),고급형선불카드,일반,1일권,1,0
2479,2024-04-18,16,2호선,홍대입구,고급형선불카드,일반,7일권,0,2
2480,2024-04-18,17,2호선,강남,고급형선불카드,일반,3일권,0,2
2481,2024-04-18,17,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,3일권,2,0
